Station Name,Time/Day,Height,Tendency,Crossing,Flood Class,Recent Data,Scraped,State
Border Rivers,Border Rivers,Border Rivers,Border Rivers,Border Rivers,Border Rivers,Border Rivers,2022-10-14 02:50:01.786127+11:00,NSW
Macintyre R at Wallangra,1.00am Fri,1.28,steady,,,Plot | Table,2022-10-14 02:50:01.786127+11:00,NSW
Frazers Ck at Glenorchy,12.15am Fri,1.21,steady,,,Plot | Table,2022-10-14 02:50:01.786127+11:00,NSW
Severn R at Pindari Dam W/L,1.00am Fri,516.07,steady,0.07 above Spillway,,Plot | Table,2022-10-14 02:50:01.786127+11:00,NSW
Severn R at Ashford,1.00am Fri,1.30,steady,,below minor,Plot | Table,2022-10-14 02:50:01.786127+11:00,NSW
Macintyre R at Holdfast,1.00am Fri,1.53,steady,,,Plot | Table,2022-10-14 02:50:01.786127+11:00,NSW
Quart Pot Ck U/S Storm King Dam #,12.37am Fri,1.69,steady,1.02 below Bridge,below minor,Plot | Table,2022-10-14 02:50:01.786127+11:00,NSW
Mountain Station Ck at Mt Stat Ck #,11.19pm Thu,0.35,steady,1.25 below Road,below minor,Plot | Table,2022-10-14 02:50:01.786127+11:00,NSW
Quart Pot Ck at Storm King Dam HW #,11.59pm Thu,0.09,steady,0.09 above Spillway,below minor,Plot | Table,2022-10-14 02:50:01.786127+11:00,NSW
Quart Pot Ck at Dalcouth Road #,1.24am Fri,1.00,steady,0.30 below Causeway,below minor,Plot | Table,2022-10-14 02:50:01.786127+11:00,NSW
Quart Pot Ck at Granite Street #,12.41am Fri,0.43,steady,0.18 below Road,below minor,Plot | Table,2022-10-14 02:50:01.786127+11:00,NSW
Quart Pot Ck at Stanthorpe #,12.34am Fri,0.38,steady,,below minor,Plot | Table,2022-10-14 02:50:01.786127+11:00,NSW
Quart Pot Ck at Stanthorpe *,1.00am Fri,0.40,steady,,below minor,Plot | Table,2022-10-14 02:50:01.786127+11:00,NSW
4 Mile Ck at Glen Niven Dam TM*,12.00am Fri,879.46,steady,0.11 above Spillway,,Plot | Table,2022-10-14 02:50:01.786127+11:00,NSW
Broadwater Creek #,1.07am Fri,0.83,steady,,below minor,Plot | Table,2022-10-14 02:50:01.786127+11:00,NSW
Broadwater Creek *,1.00am Fri,0.80,steady,,below minor,Plot | Table,2022-10-14 02:50:01.786127+11:00,NSW
Severn R at Ballandean *,1.00am Fri,0.99,steady,0.91 below Approaches,below minor,Plot | Table,2022-10-14 02:50:01.786127+11:00,NSW
Severn R at Ballandean #,1.37am Fri,0.99,falling,0.91 below Approaches,below minor,Plot | Table,2022-10-14 02:50:01.786127+11:00,NSW
Accommodation Ck at Ballandean *,1.00am Fri,0.56,steady,1.14 below Crossing,below minor,Plot | Table,2022-10-14 02:50:01.786127+11:00,NSW
Accommodation Ck at Ballandean #,11.24pm Thu,0.60,steady,1.10 below Bridge,below minor,Plot | Table,2022-10-14 02:50:01.786127+11:00,NSW
Dumaresq R at Farnbro *,1.00am Fri,1.26,steady,,below minor,Plot | Table,2022-10-14 02:50:01.786127+11:00,NSW
Pike Ck at Glenlyon Dam TW *,1.20am Fri,0.87,steady,,below minor,Plot | Table,2022-10-14 02:50:01.786127+11:00,NSW
Mole R at Donaldson,12.30am Fri,0.88,steady,,,Plot | Table,2022-10-14 02:50:01.786127+11:00,NSW
Dumaresq R at Roseneath,1.00am Fri,1.18,steady,,below minor,Plot | Table,2022-10-14 02:50:01.786127+11:00,NSW
Dumaresq R at Bonshaw,1.00am Fri,3.29,steady,,,Plot | Table,2022-10-14 02:50:01.786127+11:00,NSW
Dumaresq R at Texas *,12.00am Fri,1.90,steady,5.60 below Road,below minor,Plot | Table,2022-10-14 02:50:01.786127+11:00,NSW
Oaky Ck at Texas *,1.00am Fri,0.41,steady,,below minor,Plot | Table,2022-10-14 02:50:01.786127+11:00,NSW
Brush Ck at Beebo *,1.00am Fri,1.55,steady,,below minor,Plot | Table,2022-10-14 02:50:01.786127+11:00,NSW
Dumaresq R at Glenarbon Weir D/S*,1.00am Fri,0.93,steady,,,Plot | Table,2022-10-14 02:50:01.786127+11:00,NSW
Macintyre Bk at Barongarook *,1.00am Fri,1.12,steady,,below minor,Plot | Table,2022-10-14 02:50:01.786127+11:00,NSW
Macintyre Bk at Barongarook #,10.59pm Thu,1.15,steady,,below minor,Plot | Table,2022-10-14 02:50:01.786127+11:00,NSW
Chain of Ponds Ck at Artunga #,1.22am Fri,1.37,steady,,below minor,Plot | Table,2022-10-14 02:50:01.786127+11:00,NSW
Bracker Ck at Terraine *,1.00am Fri,0.09,steady,,below minor,Plot | Table,2022-10-14 02:50:01.786127+11:00,NSW
Bracker Ck at Terraine #,11.58pm Thu,0.10,steady,,below minor,Plot | Table,2022-10-14 02:50:01.786127+11:00,NSW
Macintyre Bk at Coolmunda Dam HW *,1.00am Fri,0.01,steady,0.01 above Full Supply,below minor,Plot | Table,2022-10-14 02:50:01.786127+11:00,NSW
Macintyre Bk at Coolmunda Dam TW *,1.00am Fri,0.62,steady,,below minor,Plot | Table,2022-10-14 02:50:01.786127+11:00,NSW
Macintyre Bk at Coolmunda Dam TW #,12.12am Fri,-0.10,steady,0.60 below Causeway,below minor,Plot | Table,2022-10-14 02:50:01.786127+11:00,NSW
Canning Ck at Woodspring #,12.24am Fri,1.66,falling,5.34 below Bridge,below minor,Plot | Table,2022-10-14 02:50:01.786127+11:00,NSW
Macintyre Bk at Inglewood Br #,11.17pm Thu,2.05,steady,8.35 below Bridge,below minor,Plot | Table,2022-10-14 02:50:01.786127+11:00,NSW
Macintyre Bk at Inglewood Weir *,1.00am Fri,2.39,steady,,below minor,Plot | Table,2022-10-14 02:50:01.786127+11:00,NSW
Macintyre R at Whetstone Weir *,1.00am Fri,0.35,steady,0.35 above Weir,,Plot | Table,2022-10-14 02:50:01.786127+11:00,NSW
Macintyre Bk at Ben Dor Weir *,1.00am Fri,0.32,steady,,,Plot | Table,2022-10-14 02:50:01.786127+11:00,NSW
Macintyre Bk at Booba Sands *,1.00am Fri,2.13,steady,,below minor,Plot | Table,2022-10-14 02:50:01.786127+11:00,NSW
Dumaresq R at Bengalla *,1.11am Fri,1.92,falling,,below minor,Plot | Table,2022-10-14 02:50:01.786127+11:00,NSW
Macintyre R at New Kildonan *,1.36am Fri,3.75,falling,,minor,Plot | Table,2022-10-14 02:50:01.786127+11:00,NSW
Macintyre R at Boggabilla,1.00am Fri,4.91,steady,,below minor,Plot | Table,2022-10-14 02:50:01.786127+11:00,NSW
Macintyre R at Goondiwindi *,1.00am Fri,5.16,steady,7.04 below Bridge,minor,Plot | Table,2022-10-14 02:50:01.786127+11:00,NSW
Macintyre R at Goondiwindi Weir *,1.00am Fri,4.93,falling,3.43 above Weir,minor,Plot | Table,2022-10-14 02:50:01.786127+11:00,NSW
Callandoon Ck at Carana Weir *,1.00am Fri,4.54,falling,2.54 above Weir,minor,Plot | Table,2022-10-14 02:50:01.786127+11:00,NSW
Callandoon Ck at Oonavale*,1.00am Fri,6.39,steady,,,Plot | Table,2022-10-14 02:50:01.786127+11:00,NSW
Boomi R at Boomi Offtake,1.00am Fri,2.34,steady,,,Plot | Table,2022-10-14 02:50:01.786127+11:00,NSW
Macintyre R at Boomi Weir,1.00am Fri,2.39,steady,,,Plot | Table,2022-10-14 02:50:01.786127+11:00,NSW
Macintyre R at Kanowna,1.00am Fri,5.36,steady,,,Plot | Table,2022-10-14 02:50:01.786127+11:00,NSW
Barwon R at Mungindi,1.00am Fri,6.70,steady,,moderate,Plot | Table,2022-10-14 02:50:01.786127+11:00,NSW
Weir,Weir,Weir,Weir,Weir,Weir,Weir,2022-10-14 02:50:01.786127+11:00,NSW
Weir R at O'Connor *,12.00am Fri,1.45,steady,,below minor,Plot | Table,2022-10-14 02:50:01.786127+11:00,NSW
Weir R at Retreat Br *,12.00am Fri,1.50,steady,11.00 below Bridge,below minor,Plot | Table,2022-10-14 02:50:01.786127+11:00,NSW
Weir R at Gunn Br *,1.00am Fri,0.88,steady,6.10 below Bridge,below minor,Plot | Table,2022-10-14 02:50:01.786127+11:00,NSW
Wyaga Ck at Kilbronae *,12.00am Fri,0.55,steady,2.05 below Crossing,below minor,Plot | Table,2022-10-14 02:50:01.786127+11:00,NSW
Yarrill Ck at Medpark Br *,12.00am Fri,1.21,falling,3.39 below Bridge,below minor,Plot | Table,2022-10-14 02:50:01.786127+11:00,NSW
