Station Name,Time/Day,Height,Tendency,Flood Class,Recent Data,Scraped,State
Lake Macquarie,Lake Macquarie,Lake Macquarie,Lake Macquarie,Lake Macquarie,Lake Macquarie,2022-10-14 01:50:02.241230+11:00,NSW
Slatey Creek,1.15am Fri,18.32,steady,,Plot | Table,2022-10-14 01:50:02.241230+11:00,NSW
Winding Ck at Fifth St Br,1.15am Fri,14.73,steady,,Plot | Table,2022-10-14 01:50:02.241230+11:00,NSW
Cockle Ck at Barnsley Vale,1.25am Fri,0.52,steady,,Plot | Table,2022-10-14 01:50:02.241230+11:00,NSW
Cockle Ck at Cockle Ck Railway Stn,1.15am Fri,0.12,steady,,Plot | Table,2022-10-14 01:50:02.241230+11:00,NSW
Lake Macquarie at Marmong Point,1.15am Fri,0.11,steady,,Plot | Table,2022-10-14 01:50:02.241230+11:00,NSW
Lake Macquarie at Belmont,1.15am Fri,0.11,steady,,Plot | Table,2022-10-14 01:50:02.241230+11:00,NSW
Stoney Creek U/S Toronto,1.15am Fri,0.12,steady,,Plot | Table,2022-10-14 01:50:02.241230+11:00,NSW
Stoney Creek at Toronto,7.29pm Thu,0.04,steady,,Plot | Table,2022-10-14 01:50:02.241230+11:00,NSW
Dora Ck at Cooranbong,1.15am Fri,1.21,steady,,Plot | Table,2022-10-14 01:50:02.241230+11:00,NSW
Stockton Ck at Morrisset,1.15am Fri,0.14,steady,,Plot | Table,2022-10-14 01:50:02.241230+11:00,NSW
Dora Ck at Kalang Rd,1.15am Fri,0.14,steady,,Plot | Table,2022-10-14 01:50:02.241230+11:00,NSW
Lake Macquarie at Swansea Channel,1.15am Fri,0.16,steady,,Plot | Table,2022-10-14 01:50:02.241230+11:00,NSW
Wyong - Tuggerah Lake,Wyong - Tuggerah Lake,Wyong - Tuggerah Lake,Wyong - Tuggerah Lake,Wyong - Tuggerah Lake,Wyong - Tuggerah Lake,2022-10-14 01:50:02.241230+11:00,NSW
Wyong R at Yarramalong,1.15am Fri,1.62,steady,,Plot | Table,2022-10-14 01:50:02.241230+11:00,NSW
Wyong R at Gears,4.09am Thu,1.24,,,Plot | Table,2022-10-14 01:50:02.241230+11:00,NSW
Wyong R at Gracemere,1.15am Fri,1.40,steady,,Plot | Table,2022-10-14 01:50:02.241230+11:00,NSW
Jilliby Ck at Jilliby,1.30am Fri,0.56,steady,,Plot | Table,2022-10-14 01:50:02.241230+11:00,NSW
Wyong R U/S Wyong Weir,1.15am Fri,1.61,steady,,Plot | Table,2022-10-14 01:50:02.241230+11:00,NSW
Wyong R U/S Wyong Br,1.15am Fri,0.45,steady,below minor,Plot | Table,2022-10-14 01:50:02.241230+11:00,NSW
Tumbi Umbi Ck,1.15am Fri,0.44,steady,,Plot | Table,2022-10-14 01:50:02.241230+11:00,NSW
Wallarah Ck at Bridge,1.00am Fri,0.42,steady,,Plot | Table,2022-10-14 01:50:02.241230+11:00,NSW
Ourimbah Ck U/S Weir,12.30am Fri,1.14,steady,,Plot | Table,2022-10-14 01:50:02.241230+11:00,NSW
Ourimbah (Ourimbah Ck),10.28pm Thu,10.00,steady,,Plot | Table,2022-10-14 01:50:02.241230+11:00,NSW
Ourimbah Ck at Kangy Angy,1.15am Fri,6.07,steady,,Plot | Table,2022-10-14 01:50:02.241230+11:00,NSW
Ourimbah Ck at Lees Bridge,1.15am Fri,0.45,steady,,Plot | Table,2022-10-14 01:50:02.241230+11:00,NSW
Tuggerah Lake at Toukley,1.15am Fri,0.42,steady,,Plot | Table,2022-10-14 01:50:02.241230+11:00,NSW
Tuggerah Lake at The Entrance,1.15am Fri,0.43,falling,,Plot | Table,2022-10-14 01:50:02.241230+11:00,NSW
Tuggerah Lake at Long Jetty,1.15am Fri,0.46,steady,below minor,Plot | Table,2022-10-14 01:50:02.241230+11:00,NSW
Gosford,Gosford,Gosford,Gosford,Gosford,Gosford,2022-10-14 01:50:02.241230+11:00,NSW
Lisarow,11.57pm Thu,1.63,steady,,Plot | Table,2022-10-14 01:50:02.241230+11:00,NSW
Narara,1.10am Fri,2.21,steady,,Plot | Table,2022-10-14 01:50:02.241230+11:00,NSW
West Gosford,1.30am Fri,0.27,steady,,Plot | Table,2022-10-14 01:50:02.241230+11:00,NSW
Patonga (Tidal),1.16am Fri,0.34,falling,,Plot | Table,2022-10-14 01:50:02.241230+11:00,NSW
Northern Beaches,Northern Beaches,Northern Beaches,Northern Beaches,Northern Beaches,Northern Beaches,2022-10-14 01:50:02.241230+11:00,NSW
Narabeen Lagoon at Ocean Street,1.16am Fri,0.41,falling,,Plot | Table,2022-10-14 01:50:02.241230+11:00,NSW
Wollondilly River,Wollondilly River,Wollondilly River,Wollondilly River,Wollondilly River,Wollondilly River,2022-10-14 01:50:02.241230+11:00,NSW
Mulwaree R at The Towers,12.15am Fri,3.58,steady,,Plot | Table,2022-10-14 01:50:02.241230+11:00,NSW
Pejar Dam,1.41am Fri,-0.13,steady,,Plot | Table,2022-10-14 01:50:02.241230+11:00,NSW
Kialla Ck at Pomeroy,12.45am Fri,0.90,steady,,Plot | Table,2022-10-14 01:50:02.241230+11:00,NSW
Wollondilly R at Marsden Weir,1.20am Fri,0.22,steady,,Plot | Table,2022-10-14 01:50:02.241230+11:00,NSW
Mulwaree R at Lansdowne Br,12.04am Fri,0.79,steady,,Plot | Table,2022-10-14 01:50:02.241230+11:00,NSW
Wollondilly R at Murrays Flat,12.15am Fri,1.38,steady,,Plot | Table,2022-10-14 01:50:02.241230+11:00,NSW
Wollondilly R at Golden Valley,11.45pm Thu,1.51,steady,,Plot | Table,2022-10-14 01:50:02.241230+11:00,NSW
Wingecarribee R at Sheepwash Bridge,12.15am Fri,0.94,steady,,Plot | Table,2022-10-14 01:50:02.241230+11:00,NSW
Wingecarribee R at Bong Bong Weir,12.30am Fri,0.34,steady,,Plot | Table,2022-10-14 01:50:02.241230+11:00,NSW
Wingecarribee R at Berrima,6.45pm Thu,1.23,steady,,Plot | Table,2022-10-14 01:50:02.241230+11:00,NSW
Wingecarribee R at Greenstead,11.01pm Thu,1.14,steady,,Plot | Table,2022-10-14 01:50:02.241230+11:00,NSW
Tarlo R at Willowbank,12.45am Fri,0.87,steady,,Plot | Table,2022-10-14 01:50:02.241230+11:00,NSW
Wollondilly R at Jooriland,11.45pm Thu,1.64,steady,,Plot | Table,2022-10-14 01:50:02.241230+11:00,NSW
Coxs River,Coxs River,Coxs River,Coxs River,Coxs River,Coxs River,2022-10-14 01:50:02.241230+11:00,NSW
Neubecks Ck U/S Wallerawang,12.45am Fri,0.65,steady,,Plot | Table,2022-10-14 01:50:02.241230+11:00,NSW
Coxs R at Wallerawang Power Stn,12.15am Fri,0.80,steady,,Plot | Table,2022-10-14 01:50:02.241230+11:00,NSW
Coxs R U/S Lake Lyell,12.30am Fri,1.18,steady,,Plot | Table,2022-10-14 01:50:02.241230+11:00,NSW
Falmers Ck at Mount Walker,12.30am Fri,0.76,steady,,Plot | Table,2022-10-14 01:50:02.241230+11:00,NSW
Coxs R at Glenroy Bridge,12.15am Fri,1.08,steady,,Plot | Table,2022-10-14 01:50:02.241230+11:00,NSW
Coxs R at Island Hill,12.00am Fri,1.54,steady,,Plot | Table,2022-10-14 01:50:02.241230+11:00,NSW
Megalong Ck at Narrow Neck,1.00am Fri,0.48,steady,,Plot | Table,2022-10-14 01:50:02.241230+11:00,NSW
Coxs R at Kelpie Point,11.45pm Thu,0.86,steady,,Plot | Table,2022-10-14 01:50:02.241230+11:00,NSW
Warragamba Dam,Warragamba Dam,Warragamba Dam,Warragamba Dam,Warragamba Dam,Warragamba Dam,2022-10-14 01:50:02.241230+11:00,NSW
Kowmung R at Cedar Ford,10.45pm Thu,0.99,steady,,Plot | Table,2022-10-14 01:50:02.241230+11:00,NSW
Nattai R at The Crags,12.30am Fri,0.77,steady,,Plot | Table,2022-10-14 01:50:02.241230+11:00,NSW
Nattai R at Smallwoods Crossing,11.45pm Thu,0.35,steady,,Plot | Table,2022-10-14 01:50:02.241230+11:00,NSW
Werriberri Ck at Werombi,11.45pm Thu,1.86,steady,,Plot | Table,2022-10-14 01:50:02.241230+11:00,NSW
Warragamba Dam,12.45am Fri,0.07,steady,,Plot | Table,2022-10-14 01:50:02.241230+11:00,NSW
Nepean River,Nepean River,Nepean River,Nepean River,Nepean River,Nepean River,2022-10-14 01:50:02.241230+11:00,NSW
Cataract Dam,12.55am Fri,-2.81,rising,,Plot | Table,2022-10-14 01:50:02.241230+11:00,NSW
Cataract R at Broughtons Pass,12.30am Fri,0.08,steady,,Plot | Table,2022-10-14 01:50:02.241230+11:00,NSW
Cordeaux Dam,12.15am Fri,0.08,steady,,Plot | Table,2022-10-14 01:50:02.241230+11:00,NSW
Avon Dam,12.00am Fri,0.06,steady,,Plot | Table,2022-10-14 01:50:02.241230+11:00,NSW
Nepean Dam,12.30am Fri,0.19,steady,,Plot | Table,2022-10-14 01:50:02.241230+11:00,NSW
Nepean R at Avon Dam Rd,5.45pm Thu,10.88,steady,,Plot | Table,2022-10-14 01:50:02.241230+11:00,NSW
Stonequarry Ck at Picton,1.30am Fri,0.60,steady,,Plot | Table,2022-10-14 01:50:02.241230+11:00,NSW
Nepean R at Menangle Bridge,1.14am Fri,0.72,steady,below minor,Plot | Table,2022-10-14 01:50:02.241230+11:00,NSW
Nepean R at Camden Weir,12.00am Fri,1.52,steady,below minor,Plot | Table,2022-10-14 01:50:02.241230+11:00,NSW
Nepean R at Mount Hunter,12.45am Fri,1.27,steady,,Plot | Table,2022-10-14 01:50:02.241230+11:00,NSW
Nepean R at Wallacia Weir,11.45pm Thu,0.79,steady,below minor,Plot | Table,2022-10-14 01:50:02.241230+11:00,NSW
Nepean R at Penrith,1.43am Fri,2.04,steady,below minor,Plot | Table,2022-10-14 01:50:02.241230+11:00,NSW
Nepean R at Castlereagh,1.15am Fri,3.82,steady,,Plot | Table,2022-10-14 01:50:02.241230+11:00,NSW
Grose River,Grose River,Grose River,Grose River,Grose River,Grose River,2022-10-14 01:50:02.241230+11:00,NSW
Grose R at Grose Wold (Burralow),11.32pm Thu,1.23,steady,,Plot | Table,2022-10-14 01:50:02.241230+11:00,NSW
Hawkesbury River to Windsor,Hawkesbury River to Windsor,Hawkesbury River to Windsor,Hawkesbury River to Windsor,Hawkesbury River to Windsor,Hawkesbury River to Windsor,2022-10-14 01:50:02.241230+11:00,NSW
Hawkesbury R at North Richmond,1.32am Fri,1.56,falling,below minor,Plot | Table,2022-10-14 01:50:02.241230+11:00,NSW
Hawkesbury R at Freemans Reach,1.15am Fri,1.94,falling,,Plot | Table,2022-10-14 01:50:02.241230+11:00,NSW
Hawkesbury R at Windsor SWC,12.30am Fri,1.40,falling,,Plot | Table,2022-10-14 01:50:02.241230+11:00,NSW
Hawkesbury R at Windsor PWD,1.15am Fri,1.38,steady,below minor,Plot | Table,2022-10-14 01:50:02.241230+11:00,NSW
South Creek,South Creek,South Creek,South Creek,South Creek,South Creek,2022-10-14 01:50:02.241230+11:00,NSW
South Ck at Mulgoa Road,11.45pm Thu,0.75,steady,,Plot | Table,2022-10-14 01:50:02.241230+11:00,NSW
South Ck at Gt Western Hwy,11.45pm Thu,0.54,steady,,Plot | Table,2022-10-14 01:50:02.241230+11:00,NSW
Ropes Ck at Debrincat Ave,11.45pm Thu,0.14,steady,,Plot | Table,2022-10-14 01:50:02.241230+11:00,NSW
Colo River,Colo River,Colo River,Colo River,Colo River,Colo River,2022-10-14 01:50:02.241230+11:00,NSW
Colo R at Upper Colo,1.34am Fri,2.74,steady,below minor,Plot | Table,2022-10-14 01:50:02.241230+11:00,NSW
Macdonald River to St Albans,Macdonald River to St Albans,Macdonald River to St Albans,Macdonald River to St Albans,Macdonald River to St Albans,Macdonald River to St Albans,2022-10-14 01:50:02.241230+11:00,NSW
Macdonald R at Howes Valley,12.30am Fri,0.33,steady,,Plot | Table,2022-10-14 01:50:02.241230+11:00,NSW
Macdonald R at St Albans,1.39am Fri,1.18,steady,,Plot | Table,2022-10-14 01:50:02.241230+11:00,NSW
Lower Hawkesbury River,Lower Hawkesbury River,Lower Hawkesbury River,Lower Hawkesbury River,Lower Hawkesbury River,Lower Hawkesbury River,2022-10-14 01:50:02.241230+11:00,NSW
Cattai Ck at Murphys Bridge,11.45pm Thu,0.71,steady,,Plot | Table,2022-10-14 01:50:02.241230+11:00,NSW
Hawkesbury R at Ebenezer,1.15am Fri,1.12,rising,,Plot | Table,2022-10-14 01:50:02.241230+11:00,NSW
Hawkesbury R at Lower Portland,1.40am Fri,1.02,rising,below minor,Plot | Table,2022-10-14 01:50:02.241230+11:00,NSW
Hawkesbury R at Wisemans Ferry,1.40am Fri,0.87,steady,,Plot | Table,2022-10-14 01:50:02.241230+11:00,NSW
Hawkesbury R at Gunderman,1.15am Fri,0.73,rising,,Plot | Table,2022-10-14 01:50:02.241230+11:00,NSW
Hawkesbury R at Spencer,1.15am Fri,0.60,falling,,Plot | Table,2022-10-14 01:50:02.241230+11:00,NSW
Hawkesbury R at Patonga,1.16am Fri,0.34,falling,,Plot | Table,2022-10-14 01:50:02.241230+11:00,NSW
Parramatta River,Parramatta River,Parramatta River,Parramatta River,Parramatta River,Parramatta River,2022-10-14 01:50:02.241230+11:00,NSW
Blacktown Ck at Int.Peace Park,12.44am Fri,0.18,steady,,Plot | Table,2022-10-14 01:50:02.241230+11:00,NSW
Toongabbie Ck at Briens Rd,1.00am Fri,0.42,steady,,Plot | Table,2022-10-14 01:50:02.241230+11:00,NSW
Toongabbie Ck at Redbank Rd,12.06am Fri,0.44,steady,,Plot | Table,2022-10-14 01:50:02.241230+11:00,NSW
Loyalty Rd Basin,1.34am Fri,0.82^,steady,,Plot | Table,2022-10-14 01:50:02.241230+11:00,NSW
Darling Mills Ck at Nth Parramatta,12.43am Fri,0.34,steady,,Plot | Table,2022-10-14 01:50:02.241230+11:00,NSW
Parramatta R (Riverside Theatre),11.33pm Thu,1.25,steady,,Plot | Table,2022-10-14 01:50:02.241230+11:00,NSW
Parramatta R at Marsden Weir,1.43am Fri,0.29,steady,,Plot | Table,2022-10-14 01:50:02.241230+11:00,NSW
Pendle Hill Creek at Toongabbie,1.40am Fri,0.02,steady,,Plot | Table,2022-10-14 01:50:02.241230+11:00,NSW
Georges River,Georges River,Georges River,Georges River,Georges River,Georges River,2022-10-14 01:50:02.241230+11:00,NSW
Georges R at Minto Heights,11.45pm Thu,0.81,steady,,Plot | Table,2022-10-14 01:50:02.241230+11:00,NSW
Bow Bowing Ck at Redfern Rd,12.45am Fri,0.30,steady,,Plot | Table,2022-10-14 01:50:02.241230+11:00,NSW
