Site Id,Site Name,Latitude,Longitude,Easting,Northing,Zone,Gauge Zero (Ahd),Site Start Date,Site Cease Date,Drainage Area (Sq.Km),
"405223","GOULBURN RIVER @ MOLESWORTH","-37.16465661","145.5441525","370740","5885855","55","","1956/10/24","",""
