Station Name,Time/Day,Height,Tendency,Crossing,Flood Class,Recent Data,Scraped,State
Meander,Meander,Meander,Meander,Meander,Meander,Meander,2022-10-14 03:20:01.859490+11:00,TAS
Meander Rv at Meander,3.00am Fri,3.70,steady,,major,Plot | Table,2022-10-14 03:20:01.859490+11:00,TAS
Meander Rv at Deloraine Rwy Br (H),2.45am Fri,3.85,rising,,major,Plot | Table,2022-10-14 03:20:01.859490+11:00,TAS
Meander Rv at Strathbridge (D),1.00am Fri,6.64,rising,,moderate,Plot | Table,2022-10-14 03:20:01.859490+11:00,TAS
Liffey Rv abv West Channel (D),1.00am Fri,2.98,steady,,,Plot | Table,2022-10-14 03:20:01.859490+11:00,TAS
Liffey Rv at Carrick (D),1.00am Fri,2.88,rising,,,Plot | Table,2022-10-14 03:20:01.859490+11:00,TAS
Meander Rv at Westwood Bridge,2.58am Fri,4.32,rising,2.68 below bridge,minor,Plot | Table,2022-10-14 03:20:01.859490+11:00,TAS
North Esk,North Esk,North Esk,North Esk,North Esk,North Esk,North Esk,2022-10-14 03:20:01.859490+11:00,TAS
St Patricks Rv at Nunamara Offtake,2.56am Fri,3.30,steady,,moderate,Plot | Table,2022-10-14 03:20:01.859490+11:00,TAS
North Esk Rv at Ballroom (D),11.00pm Thu,2.33,rising,,minor,Plot | Table,2022-10-14 03:20:01.859490+11:00,TAS
South Esk,South Esk,South Esk,South Esk,South Esk,South Esk,South Esk,2022-10-14 03:20:01.859490+11:00,TAS
Break O'Day Rv at Killymoon (D),7.00pm Thu,2.60,rising,,,Plot | Table,2022-10-14 03:20:01.859490+11:00,TAS
South Esk Rv at Upper Esk Bge(D),7.00pm Thu,3.07,rising,,,Plot | Table,2022-10-14 03:20:01.859490+11:00,TAS
South Esk Rv at Mathinna,12.40am Fri,3.28,rising,,,Plot | Table,2022-10-14 03:20:01.859490+11:00,TAS
South Esk Rv at Fingal,3.01am Fri,6.40,steady,,moderate,Plot | Table,2022-10-14 03:20:01.859490+11:00,TAS
St Pauls Rv at Lewis Hill,2.38am Fri,2.72,rising,,moderate,Plot | Table,2022-10-14 03:20:01.859490+11:00,TAS
St Pauls Rv abv Avoca (D),1.00am Fri,0.96,steady,,,Plot | Table,2022-10-14 03:20:01.859490+11:00,TAS
South Esk Rv at Llewellyn (H),2.45am Fri,2.86,rising,,below minor,Plot | Table,2022-10-14 03:20:01.859490+11:00,TAS
Nile Rv at Deddington (D),2.47am Fri,2.40,falling,,below minor,Plot | Table,2022-10-14 03:20:01.859490+11:00,TAS
South Esk Rv at Perth (D),11.00pm Thu,2.68,steady,,below minor,Plot | Table,2022-10-14 03:20:01.859490+11:00,TAS
Back Creek abv Wilmores Lane (D),1.00am Fri,0.87,steady,,,Plot | Table,2022-10-14 03:20:01.859490+11:00,TAS
South Esk Rv at Longford,2.43am Fri,1.38,rising,,below minor,Plot | Table,2022-10-14 03:20:01.859490+11:00,TAS
South Esk Rv at Trevallyn Pond (H),2.45am Fri,127.19^,steady,0.69 above FSL,below minor,Plot | Table,2022-10-14 03:20:01.859490+11:00,TAS
Macquarie,Macquarie,Macquarie,Macquarie,Macquarie,Macquarie,Macquarie,2022-10-14 03:20:01.859490+11:00,TAS
Tooms Lake,2.31am Fri,4.50,steady,0.20 above spillway,minor,Plot | Table,2022-10-14 03:20:01.859490+11:00,TAS
Tooms Rv blw Tooms Lake (D),1.00am Fri,0.30,steady,,,Plot | Table,2022-10-14 03:20:01.859490+11:00,TAS
Macquarie Rv at Trefusis (D),1.00am Fri,0.96,steady,,,Plot | Table,2022-10-14 03:20:01.859490+11:00,TAS
Macquarie Rv at Mt Morriston,2.39am Fri,0.60,rising,1.40 below causeway,below minor,Plot | Table,2022-10-14 03:20:01.859490+11:00,TAS
Macquarie Rv at Ross,2.36am Fri,1.42,rising,1.08 below approaches,below minor,Plot | Table,2022-10-14 03:20:01.859490+11:00,TAS
Macquarie Rv at Fosterville (D),1.00am Fri,0.62,steady,,,Plot | Table,2022-10-14 03:20:01.859490+11:00,TAS
Lake Leake,3.00am Fri,5.30,rising,0.10 above spillway,minor,Plot | Table,2022-10-14 03:20:01.859490+11:00,TAS
Elizabeth Rv d/s Lake Leake (D),1.00am Fri,0.50,steady,,,Plot | Table,2022-10-14 03:20:01.859490+11:00,TAS
Macquarie Rv at Morningside (D),1.00am Fri,2.07,steady,,below minor,Plot | Table,2022-10-14 03:20:01.859490+11:00,TAS
Isis Rv at Barton,3.00am Fri,1.69,steady,,minor,Plot | Table,2022-10-14 03:20:01.859490+11:00,TAS
Lake Rv at Parknook (H),2.45am Fri,4.75,rising,,major,Plot | Table,2022-10-14 03:20:01.859490+11:00,TAS
Lake Rv at Lake House (H),2.45am Fri,2.68,steady,,,Plot | Table,2022-10-14 03:20:01.859490+11:00,TAS
Below Palmers RT (H),2.45am Fri,3.76,rising,,,Plot | Table,2022-10-14 03:20:01.859490+11:00,TAS
Brumbys Ck (No 3 Weir) (H),2.45am Fri,2.03,rising,,,Plot | Table,2022-10-14 03:20:01.859490+11:00,TAS
Macquarie Rv at Cressy Pumps (H),2.45am Fri,4.75,rising,,moderate,Plot | Table,2022-10-14 03:20:01.859490+11:00,TAS
Ringarooma,Ringarooma,Ringarooma,Ringarooma,Ringarooma,Ringarooma,Ringarooma,2022-10-14 03:20:01.859490+11:00,TAS
Legerwood Rivulet d/s Ringaroom(D),1.00am Fri,0.79,steady,,,Plot | Table,2022-10-14 03:20:01.859490+11:00,TAS
Ringarooma Rv upstr Branxholm (D),1.15am Fri,3.51,rising,,,Plot | Table,2022-10-14 03:20:01.859490+11:00,TAS
Ringarooma Rv at Moorina Bdge (D),1.00am Fri,5.06,rising,,,Plot | Table,2022-10-14 03:20:01.859490+11:00,TAS
East Coast,East Coast,East Coast,East Coast,East Coast,East Coast,East Coast,2022-10-14 03:20:01.859490+11:00,TAS
George Rv at St Helens Intake (D),1.00am Fri,3.73,rising,,,Plot | Table,2022-10-14 03:20:01.859490+11:00,TAS
Scamander Rv abv Water Supply (D),1.00am Fri,4.58,falling,,,Plot | Table,2022-10-14 03:20:01.859490+11:00,TAS
Swan Rv upstrm Hardings Falls (D),5.00pm Thu,0.86,steady,,,Plot | Table,2022-10-14 03:20:01.859490+11:00,TAS
Swan River at the Grange (D),1.00am Fri,0.69,steady,,,Plot | Table,2022-10-14 03:20:01.859490+11:00,TAS
Meredith River at Swansea (D),1.00am Fri,0.56,steady,,,Plot | Table,2022-10-14 03:20:01.859490+11:00,TAS
