Station Name,Time/Day,Height,Tendency,Crossing,Flood Class,Recent Data,Scraped,State
Coal,Coal,Coal,Coal,Coal,Coal,Coal,2022-10-14 07:40:02.402026+11:00,TAS
Coal Rv at Craigbourne Dam (D),5.00am Fri,0.39,falling,,,Plot | Table,2022-10-14 07:40:02.402026+11:00,TAS
White Kangaroos Rt abv Coal Rv (D),5.00am Fri,0.17,steady,,,Plot | Table,2022-10-14 07:40:02.402026+11:00,TAS
Coal Rv at Richmond (D),5.00am Fri,0.11,steady,,,Plot | Table,2022-10-14 07:40:02.402026+11:00,TAS
Derwent,Derwent,Derwent,Derwent,Derwent,Derwent,Derwent,2022-10-14 07:40:02.402026+11:00,TAS
Blw Lake St Clair (Derwent Rv) (H),6.15am Fri,0.69,steady,,,Plot | Table,2022-10-14 07:40:02.402026+11:00,TAS
King William Lake at Dam (H),7.15am Fri,713.93^,steady,6.01 below FSL,,Plot | Table,2022-10-14 07:40:02.402026+11:00,TAS
Derwent abv Nive (H),7.15am Fri,0.73,steady,,,,2022-10-14 07:40:02.402026+11:00,TAS
Little Pine Lagoon at Dam (H),7.15am Fri,1007.01^,steady,0.35 below FSL,,Plot | Table,2022-10-14 07:40:02.402026+11:00,TAS
Pine Tier Dam (H),7.15am Fri,669.12^,rising,1.44 below FSL,,Plot | Table,2022-10-14 07:40:02.402026+11:00,TAS
Nive abv Tungatinah (H),7.15am Fri,0.65,steady,,,Plot | Table,2022-10-14 07:40:02.402026+11:00,TAS
Liapootah Pond Dam (H),7.15am Fri,341.17^,steady,0.66 below FSL,,Plot | Table,2022-10-14 07:40:02.402026+11:00,TAS
Wayatinah Lagoon at Intake (H),7.00am Fri,230.40^,steady,0.63 below FSL,,Plot | Table,2022-10-14 07:40:02.402026+11:00,TAS
Florentine Rv at Eleven Rd (H),7.15am Fri,0.25,steady,,,Plot | Table,2022-10-14 07:40:02.402026+11:00,TAS
Florentine Rv abv Derwent Rv (H),7.15am Fri,0.63,steady,,,Plot | Table,2022-10-14 07:40:02.402026+11:00,TAS
Catagunya lake Dam (H),7.15am Fri,167.84^,steady,1.32 below FSL,,Plot | Table,2022-10-14 07:40:02.402026+11:00,TAS
Repulse lake Dam (H),7.15am Fri,124.58^,falling,0.38 below FSL,,Plot | Table,2022-10-14 07:40:02.402026+11:00,TAS
Cluny Lagoon Dam (H),7.00am Fri,97.60^,steady,0.24 below FSL,,Plot | Table,2022-10-14 07:40:02.402026+11:00,TAS
