Station Name,Time/Day,Height,Tendency,Crossing,Flood Class,Recent Data,Scraped,State
Meander,Meander,Meander,Meander,Meander,Meander,Meander,2022-10-14 08:00:02.525345+11:00,TAS
Meander Rv at Meander,7.32am Fri,3.60,falling,,major,Plot | Table,2022-10-14 08:00:02.525345+11:00,TAS
Meander Rv at Deloraine Rwy Br (H),7.00am Fri,4.31,rising,,major,Plot | Table,2022-10-14 08:00:02.525345+11:00,TAS
Meander Rv at Strathbridge (D),5.00am Fri,7.45,rising,,major,Plot | Table,2022-10-14 08:00:02.525345+11:00,TAS
Liffey Rv abv West Channel (D),5.00am Fri,3.02,steady,,,Plot | Table,2022-10-14 08:00:02.525345+11:00,TAS
Liffey Rv at Carrick (D),5.00am Fri,3.21,steady,,,Plot | Table,2022-10-14 08:00:02.525345+11:00,TAS
Meander Rv at Westwood Bridge,7.23am Fri,5.35,rising,1.65 below bridge,minor,Plot | Table,2022-10-14 08:00:02.525345+11:00,TAS
North Esk,North Esk,North Esk,North Esk,North Esk,North Esk,North Esk,2022-10-14 08:00:02.525345+11:00,TAS
St Patricks Rv at Nunamara Offtake,7.23am Fri,3.10,falling,,moderate,Plot | Table,2022-10-14 08:00:02.525345+11:00,TAS
North Esk Rv at Ballroom (D),5.00am Fri,3.42,rising,,moderate,Plot | Table,2022-10-14 08:00:02.525345+11:00,TAS
South Esk,South Esk,South Esk,South Esk,South Esk,South Esk,South Esk,2022-10-14 08:00:02.525345+11:00,TAS
Break O'Day Rv at Killymoon (D),7.00pm Thu,2.60,rising,,,Plot | Table,2022-10-14 08:00:02.525345+11:00,TAS
South Esk Rv at Upper Esk Bge(D),7.00pm Thu,3.07,rising,,,Plot | Table,2022-10-14 08:00:02.525345+11:00,TAS
South Esk Rv at Mathinna,12.40am Fri,3.28,rising,,,Plot | Table,2022-10-14 08:00:02.525345+11:00,TAS
South Esk Rv at Fingal,7.05am Fri,6.78,rising,,moderate,Plot | Table,2022-10-14 08:00:02.525345+11:00,TAS
St Pauls Rv at Lewis Hill,7.22am Fri,2.88,steady,,moderate,Plot | Table,2022-10-14 08:00:02.525345+11:00,TAS
St Pauls Rv abv Avoca (D),5.00am Fri,1.06,rising,,,Plot | Table,2022-10-14 08:00:02.525345+11:00,TAS
South Esk Rv at Llewellyn (H),7.15am Fri,3.41,rising,,below minor,Plot | Table,2022-10-14 08:00:02.525345+11:00,TAS
Nile Rv at Deddington (D),7.27am Fri,2.15,falling,,below minor,Plot | Table,2022-10-14 08:00:02.525345+11:00,TAS
South Esk Rv at Perth (D),5.15am Fri,2.88,steady,,below minor,Plot | Table,2022-10-14 08:00:02.525345+11:00,TAS
Back Creek abv Wilmores Lane (D),5.00am Fri,1.04,rising,,,Plot | Table,2022-10-14 08:00:02.525345+11:00,TAS
South Esk Rv at Longford,7.33am Fri,1.83,rising,,below minor,Plot | Table,2022-10-14 08:00:02.525345+11:00,TAS
South Esk Rv at Trevallyn Pond (H),7.15am Fri,127.78^,steady,1.28 above FSL,below minor,Plot | Table,2022-10-14 08:00:02.525345+11:00,TAS
Macquarie,Macquarie,Macquarie,Macquarie,Macquarie,Macquarie,Macquarie,2022-10-14 08:00:02.525345+11:00,TAS
Tooms Lake,7.31am Fri,4.50,steady,0.20 above spillway,minor,Plot | Table,2022-10-14 08:00:02.525345+11:00,TAS
Tooms Rv blw Tooms Lake (D),5.00am Fri,0.31,steady,,,Plot | Table,2022-10-14 08:00:02.525345+11:00,TAS
Macquarie Rv at Trefusis (D),5.00am Fri,1.14,steady,,,Plot | Table,2022-10-14 08:00:02.525345+11:00,TAS
Macquarie Rv at Mt Morriston,7.09am Fri,0.73,rising,1.27 below causeway,below minor,Plot | Table,2022-10-14 08:00:02.525345+11:00,TAS
Macquarie Rv at Ross,7.28am Fri,1.52,rising,0.98 below approaches,below minor,Plot | Table,2022-10-14 08:00:02.525345+11:00,TAS
Macquarie Rv at Fosterville (D),5.00am Fri,0.64,steady,,,Plot | Table,2022-10-14 08:00:02.525345+11:00,TAS
Lake Leake,7.00am Fri,5.28,falling,0.08 above spillway,minor,Plot | Table,2022-10-14 08:00:02.525345+11:00,TAS
Elizabeth Rv d/s Lake Leake (D),5.00am Fri,0.50,steady,,,Plot | Table,2022-10-14 08:00:02.525345+11:00,TAS
