Station Name,Time/Day,Height,Tendency,Crossing,Flood Class,Recent Data,Scraped,State
Smithton-Burnie Coast,Smithton-Burnie Coast,Smithton-Burnie Coast,Smithton-Burnie Coast,Smithton-Burnie Coast,Smithton-Burnie Coast,Smithton-Burnie Coast,2022-10-13 22:30:02.076914+11:00,TAS
Duck Rv at Scotchtown (D),9.00pm Thu,2.02,rising,,,Plot | Table,2022-10-13 22:30:02.076914+11:00,TAS
Forth,Forth,Forth,Forth,Forth,Forth,Forth,2022-10-13 22:30:02.076914+11:00,TAS
Forth Rv (Abv Lemonthyme PS) (H),9.45pm Thu,5.61,rising,,,Plot | Table,2022-10-13 22:30:02.076914+11:00,TAS
Lake Cethana Dam (H),9.45pm Thu,220.52^,steady,0.46 below FSL,,Plot | Table,2022-10-13 22:30:02.076914+11:00,TAS
Lake Barrington Dam (H),9.45pm Thu,121.94^,steady,0.02 above FSL,,Plot | Table,2022-10-13 22:30:02.076914+11:00,TAS
Lake Paloona Dam (Forth Rv) (H),9.45pm Thu,50.69^,steady,2.65 below FSL,,Plot | Table,2022-10-13 22:30:02.076914+11:00,TAS
Middlesex Plain (Iris Rv) (H),9.45pm Thu,1.89,rising,,,Plot | Table,2022-10-13 22:30:02.076914+11:00,TAS
Lake Gairdner Dam (H),9.45pm Thu,475.16^,rising,2.72 above FSL,,Plot | Table,2022-10-13 22:30:02.076914+11:00,TAS
Wilmot Rv (Abv Forth) (H),9.45pm Thu,5.25,rising,,,Plot | Table,2022-10-13 22:30:02.076914+11:00,TAS
Forth Rv blw Wilmot (H),9.45pm Thu,4.79,rising,,minor,Plot | Table,2022-10-13 22:30:02.076914+11:00,TAS
Mersey,Mersey,Mersey,Mersey,Mersey,Mersey,Mersey,2022-10-13 22:30:02.076914+11:00,TAS
Rowallan Dam (H),9.45pm Thu,480.19^,steady,7.49 below FSL,,Plot | Table,2022-10-13 22:30:02.076914+11:00,TAS
Mersey Rv (Abv Arm) (H),9.30pm Thu,0.45,steady,,,Plot | Table,2022-10-13 22:30:02.076914+11:00,TAS
Abv Mersey Rv (Arm Rv) (H),9.30pm Thu,1.54,rising,,,Plot | Table,2022-10-13 22:30:02.076914+11:00,TAS
Abv Lake Mackenzie (H),8.45pm Thu,2.10,steady,,,Plot | Table,2022-10-13 22:30:02.076914+11:00,TAS
Parangana Dam (H),9.45pm Thu,382.71^,steady,1.71 above FSL,,Plot | Table,2022-10-13 22:30:02.076914+11:00,TAS
Mersey Rv at Liena (H),9.45pm Thu,2.98,rising,,minor,Plot | Table,2022-10-13 22:30:02.076914+11:00,TAS
Mersey Rv at Kimberley,10.00pm Thu,4.53,steady,,major,Plot | Table,2022-10-13 22:30:02.076914+11:00,TAS
Mersey Rv at Shale Rd (D),9.00pm Thu,6.70,rising,,,Plot | Table,2022-10-13 22:30:02.076914+11:00,TAS
Mersey Rv at Latrobe Bridge,10.00pm Thu,3.85,steady,,moderate,Plot | Table,2022-10-13 22:30:02.076914+11:00,TAS
