Station Name,Time/Day,Height,Tendency,Crossing,Flood Class,Recent Data,Scraped,State
Coal,Coal,Coal,Coal,Coal,Coal,Coal,2022-10-14 10:10:01.835302+11:00,TAS
Coal Rv at Craigbourne Dam (D),9.00am Fri,0.35,falling,,,Plot | Table,2022-10-14 10:10:01.835302+11:00,TAS
White Kangaroos Rt abv Coal Rv (D),9.00am Fri,0.18,steady,,,Plot | Table,2022-10-14 10:10:01.835302+11:00,TAS
Coal Rv at Richmond (D),9.00am Fri,0.11,steady,,,Plot | Table,2022-10-14 10:10:01.835302+11:00,TAS
Derwent,Derwent,Derwent,Derwent,Derwent,Derwent,Derwent,2022-10-14 10:10:01.835302+11:00,TAS
Blw Lake St Clair (Derwent Rv) (H),8.45am Fri,0.71,steady,,,Plot | Table,2022-10-14 10:10:01.835302+11:00,TAS
King William Lake at Dam (H),9.45am Fri,713.93^,steady,6.01 below FSL,,Plot | Table,2022-10-14 10:10:01.835302+11:00,TAS
Derwent abv Nive (H),9.45am Fri,0.73,steady,,,,2022-10-14 10:10:01.835302+11:00,TAS
Little Pine Lagoon at Dam (H),9.45am Fri,1007.09^,steady,0.27 below FSL,,Plot | Table,2022-10-14 10:10:01.835302+11:00,TAS
Pine Tier Dam (H),9.45am Fri,669.37^,rising,1.19 below FSL,,Plot | Table,2022-10-14 10:10:01.835302+11:00,TAS
Nive abv Tungatinah (H),9.45am Fri,0.65,steady,,,Plot | Table,2022-10-14 10:10:01.835302+11:00,TAS
Liapootah Pond Dam (H),9.45am Fri,341.17^,steady,0.66 below FSL,,Plot | Table,2022-10-14 10:10:01.835302+11:00,TAS
Wayatinah Lagoon at Intake (H),9.45am Fri,230.33^,steady,0.70 below FSL,,Plot | Table,2022-10-14 10:10:01.835302+11:00,TAS
Florentine Rv at Eleven Rd (H),9.45am Fri,0.26,steady,,,Plot | Table,2022-10-14 10:10:01.835302+11:00,TAS
Florentine Rv abv Derwent Rv (H),9.15am Fri,0.65,steady,,,Plot | Table,2022-10-14 10:10:01.835302+11:00,TAS
Catagunya lake Dam (H),9.45am Fri,167.91^,steady,1.25 below FSL,,Plot | Table,2022-10-14 10:10:01.835302+11:00,TAS
Repulse lake Dam (H),9.45am Fri,124.47^,steady,0.49 below FSL,,Plot | Table,2022-10-14 10:10:01.835302+11:00,TAS
Cluny Lagoon Dam (H),9.30am Fri,97.56^,falling,0.28 below FSL,,Plot | Table,2022-10-14 10:10:01.835302+11:00,TAS
Echo Lake at Dam (H),9.45am Fri,842.01^,steady,4.42 below FSL,,Plot | Table,2022-10-14 10:10:01.835302+11:00,TAS
Dee Rv abv Derwent Rv (H),9.30am Fri,0.17,steady,,,Plot | Table,2022-10-14 10:10:01.835302+11:00,TAS
Derwent Rv at Glendu (H),9.45am Fri,1.80,steady,,below minor,Plot | Table,2022-10-14 10:10:01.835302+11:00,TAS
