Date,Mean,Qual,Cutoff,Site,City
2007-09-24,,255,2007-09-24,406275,rochester
2007-09-25,1.332,2,2007-09-25,406275,rochester
2007-09-26,1.331,2,2007-09-26,406275,rochester
2007-09-27,1.33,2,2007-09-27,406275,rochester
2007-09-28,1.334,2,2007-09-28,406275,rochester
2007-09-29,1.336,2,2007-09-29,406275,rochester
2007-09-30,1.335,2,2007-09-30,406275,rochester
2007-01-10,1.332,2,2007-01-10,406275,rochester
2007-02-10,1.327,2,2007-02-10,406275,rochester
2007-03-10,1.326,2,2007-03-10,406275,rochester
2007-04-10,1.321,2,2007-04-10,406275,rochester
2007-05-10,1.318,2,2007-05-10,406275,rochester
2007-06-10,1.317,2,2007-06-10,406275,rochester
2007-07-10,1.314,2,2007-07-10,406275,rochester
2007-08-10,1.313,2,2007-08-10,406275,rochester
2007-09-10,1.312,2,2007-09-10,406275,rochester
2007-10-10,1.312,2,2007-10-10,406275,rochester
2007-11-10,1.314,2,2007-11-10,406275,rochester
2007-12-10,1.316,2,2007-12-10,406275,rochester
2007-10-13,1.312,2,2007-10-13,406275,rochester
2007-10-14,1.31,2,2007-10-14,406275,rochester
2007-10-15,1.309,2,2007-10-15,406275,rochester
2007-10-16,1.308,2,2007-10-16,406275,rochester
2007-10-17,1.306,2,2007-10-17,406275,rochester
2007-10-18,1.306,2,2007-10-18,406275,rochester
2007-10-19,1.306,2,2007-10-19,406275,rochester
2007-10-20,1.303,2,2007-10-20,406275,rochester
2007-10-21,1.302,2,2007-10-21,406275,rochester
2007-10-22,1.301,2,2007-10-22,406275,rochester
2007-10-23,1.299,2,2007-10-23,406275,rochester
2007-10-24,1.296,2,2007-10-24,406275,rochester
2007-10-25,1.297,2,2007-10-25,406275,rochester
2007-10-26,1.302,2,2007-10-26,406275,rochester
2007-10-27,1.306,2,2007-10-27,406275,rochester
2007-10-28,1.31,2,2007-10-28,406275,rochester
2007-10-29,1.311,2,2007-10-29,406275,rochester
2007-10-30,1.311,2,2007-10-30,406275,rochester
2007-10-31,1.312,2,2007-10-31,406275,rochester
2007-01-11,1.315,2,2007-01-11,406275,rochester
2007-02-11,1.321,2,2007-02-11,406275,rochester
2007-03-11,1.332,2,2007-03-11,406275,rochester
2007-04-11,1.355,2,2007-04-11,406275,rochester
2007-05-11,1.36,2,2007-05-11,406275,rochester
2007-06-11,1.35,2,2007-06-11,406275,rochester
2007-07-11,1.343,2,2007-07-11,406275,rochester
2007-08-11,1.338,2,2007-08-11,406275,rochester
2007-09-11,1.336,2,2007-09-11,406275,rochester
2007-10-11,1.335,2,2007-10-11,406275,rochester
2007-11-11,1.335,2,2007-11-11,406275,rochester
2007-12-11,1.335,2,2007-12-11,406275,rochester
2007-11-13,1.336,2,2007-11-13,406275,rochester
2007-11-14,1.337,2,2007-11-14,406275,rochester
2007-11-15,1.334,2,2007-11-15,406275,rochester
2007-11-16,1.321,2,2007-11-16,406275,rochester
2007-11-17,1.312,2,2007-11-17,406275,rochester
2007-11-18,1.311,2,2007-11-18,406275,rochester
2007-11-19,1.31,2,2007-11-19,406275,rochester
2007-11-20,1.306,2,2007-11-20,406275,rochester
2007-11-21,1.305,2,2007-11-21,406275,rochester
2007-11-22,1.303,2,2007-11-22,406275,rochester
2007-11-23,,180,2007-11-23,406275,rochester
2007-11-24,,180,2007-11-24,406275,rochester
2007-11-25,,180,2007-11-25,406275,rochester
2007-11-26,,180,2007-11-26,406275,rochester
2007-11-27,,180,2007-11-27,406275,rochester
2007-11-28,,180,2007-11-28,406275,rochester
2007-11-29,,180,2007-11-29,406275,rochester
2007-11-30,1.34,2,2007-11-30,406275,rochester
2007-01-12,1.339,2,2007-01-12,406275,rochester
2007-02-12,1.338,2,2007-02-12,406275,rochester
2007-03-12,1.344,2,2007-03-12,406275,rochester
2007-04-12,1.33,2,2007-04-12,406275,rochester
2007-05-12,1.304,2,2007-05-12,406275,rochester
2007-06-12,1.296,2,2007-06-12,406275,rochester
2007-07-12,1.292,2,2007-07-12,406275,rochester
2007-08-12,1.286,2,2007-08-12,406275,rochester
2007-09-12,1.287,2,2007-09-12,406275,rochester
2007-10-12,1.286,2,2007-10-12,406275,rochester
2007-11-12,1.286,2,2007-11-12,406275,rochester
2007-12-12,1.289,2,2007-12-12,406275,rochester
2007-12-13,1.293,2,2007-12-13,406275,rochester
2007-12-14,1.299,2,2007-12-14,406275,rochester
2007-12-15,1.308,2,2007-12-15,406275,rochester
2007-12-16,1.314,2,2007-12-16,406275,rochester
2007-12-17,1.312,2,2007-12-17,406275,rochester
2007-12-18,1.309,2,2007-12-18,406275,rochester
2007-12-19,1.304,2,2007-12-19,406275,rochester
2007-12-20,1.308,2,2007-12-20,406275,rochester
