Date,Mean,Qual,Cutoff,Site,City
1977-08-23,,151,1977-08-23,404223,shepparton
1977-08-24,1.524,1,1977-08-24,404223,shepparton
1977-08-25,1.411,1,1977-08-25,404223,shepparton
1977-08-26,1.393,1,1977-08-26,404223,shepparton
1977-08-27,1.382,1,1977-08-27,404223,shepparton
1977-08-28,1.375,1,1977-08-28,404223,shepparton
1977-08-29,1.371,1,1977-08-29,404223,shepparton
1977-08-30,1.349,1,1977-08-30,404223,shepparton
1977-08-31,1.336,1,1977-08-31,404223,shepparton
1977-01-09,1.33,1,1977-01-09,404223,shepparton
1977-02-09,1.34,1,1977-02-09,404223,shepparton
1977-03-09,1.344,1,1977-03-09,404223,shepparton
1977-04-09,1.345,1,1977-04-09,404223,shepparton
1977-05-09,1.411,1,1977-05-09,404223,shepparton
1977-06-09,1.468,1,1977-06-09,404223,shepparton
1977-07-09,1.472,1,1977-07-09,404223,shepparton
1977-08-09,1.47,1,1977-08-09,404223,shepparton
1977-09-09,1.464,1,1977-09-09,404223,shepparton
1977-10-09,1.457,1,1977-10-09,404223,shepparton
1977-11-09,1.388,1,1977-11-09,404223,shepparton
1977-12-09,1.39,1,1977-12-09,404223,shepparton
1977-09-13,1.434,1,1977-09-13,404223,shepparton
1977-09-14,1.402,1,1977-09-14,404223,shepparton
1977-09-15,1.396,1,1977-09-15,404223,shepparton
1977-09-16,1.71,1,1977-09-16,404223,shepparton
1977-09-17,1.736,1,1977-09-17,404223,shepparton
1977-09-18,1.485,1,1977-09-18,404223,shepparton
1977-09-19,1.36,1,1977-09-19,404223,shepparton
1977-09-20,1.339,1,1977-09-20,404223,shepparton
1977-09-21,1.323,1,1977-09-21,404223,shepparton
1977-09-22,1.328,1,1977-09-22,404223,shepparton
1977-09-23,1.317,1,1977-09-23,404223,shepparton
1977-09-24,1.299,1,1977-09-24,404223,shepparton
1977-09-25,1.291,1,1977-09-25,404223,shepparton
1977-09-26,1.291,1,1977-09-26,404223,shepparton
1977-09-27,1.283,1,1977-09-27,404223,shepparton
1977-09-28,1.286,1,1977-09-28,404223,shepparton
1977-09-29,1.312,1,1977-09-29,404223,shepparton
1977-09-30,1.286,1,1977-09-30,404223,shepparton
1977-01-10,1.238,1,1977-01-10,404223,shepparton
1977-02-10,1.234,1,1977-02-10,404223,shepparton
1977-03-10,1.288,1,1977-03-10,404223,shepparton
1977-04-10,1.289,1,1977-04-10,404223,shepparton
1977-05-10,0.948,1,1977-05-10,404223,shepparton
1977-06-10,1.208,1,1977-06-10,404223,shepparton
1977-07-10,1.247,1,1977-07-10,404223,shepparton
1977-08-10,1.245,1,1977-08-10,404223,shepparton
1977-09-10,1.242,1,1977-09-10,404223,shepparton
1977-10-10,1.269,1,1977-10-10,404223,shepparton
1977-11-10,1.309,1,1977-11-10,404223,shepparton
1977-12-10,,255,1977-12-10,404223,shepparton
1977-10-13,,151,1977-10-13,404223,shepparton
1977-10-14,,151,1977-10-14,404223,shepparton
1977-10-15,,151,1977-10-15,404223,shepparton
1977-10-16,,151,1977-10-16,404223,shepparton
1977-10-17,,151,1977-10-17,404223,shepparton
1977-10-18,1.315,1,1977-10-18,404223,shepparton
1977-10-19,1.31,1,1977-10-19,404223,shepparton
1977-10-20,1.29,1,1977-10-20,404223,shepparton
1977-10-21,1.292,1,1977-10-21,404223,shepparton
1977-10-22,1.303,1,1977-10-22,404223,shepparton
1977-10-23,1.27,1,1977-10-23,404223,shepparton
1977-10-24,1.237,1,1977-10-24,404223,shepparton
1977-10-25,1.223,1,1977-10-25,404223,shepparton
1977-10-26,1.249,1,1977-10-26,404223,shepparton
1977-10-27,1.234,1,1977-10-27,404223,shepparton
1977-10-28,1.228,1,1977-10-28,404223,shepparton
1977-10-29,1.227,1,1977-10-29,404223,shepparton
1977-10-30,1.415,1,1977-10-30,404223,shepparton
1977-10-31,1.473,1,1977-10-31,404223,shepparton
1977-01-11,1.456,1,1977-01-11,404223,shepparton
1977-02-11,1.416,1,1977-02-11,404223,shepparton
1977-03-11,1.878,1,1977-03-11,404223,shepparton
1977-04-11,2.581,1,1977-04-11,404223,shepparton
1977-05-11,2.617,1,1977-05-11,404223,shepparton
1977-06-11,2.571,1,1977-06-11,404223,shepparton
1977-07-11,2.566,1,1977-07-11,404223,shepparton
1977-08-11,2.605,1,1977-08-11,404223,shepparton
1977-09-11,2.619,1,1977-09-11,404223,shepparton
1977-10-11,2.616,1,1977-10-11,404223,shepparton
1977-11-11,2.622,1,1977-11-11,404223,shepparton
1977-12-11,2.623,1,1977-12-11,404223,shepparton
1977-11-13,2.622,1,1977-11-13,404223,shepparton
1977-11-14,2.624,1,1977-11-14,404223,shepparton
1977-11-15,2.617,1,1977-11-15,404223,shepparton
1977-11-16,2.602,1,1977-11-16,404223,shepparton
1977-11-17,2.592,1,1977-11-17,404223,shepparton
1977-11-18,2.591,1,1977-11-18,404223,shepparton
1977-11-19,2.585,1,1977-11-19,404223,shepparton
1977-11-20,2.585,1,1977-11-20,404223,shepparton
1977-11-21,2.588,1,1977-11-21,404223,shepparton
1977-11-22,2.587,1,1977-11-22,404223,shepparton
1977-11-23,2.569,1,1977-11-23,404223,shepparton
1977-11-24,2.558,1,1977-11-24,404223,shepparton
1977-11-25,2.552,1,1977-11-25,404223,shepparton
1977-11-26,2.549,1,1977-11-26,404223,shepparton
1977-11-27,2.549,1,1977-11-27,404223,shepparton
1977-11-28,2.544,1,1977-11-28,404223,shepparton
1977-11-29,2.542,1,1977-11-29,404223,shepparton
1977-11-30,2.541,1,1977-11-30,404223,shepparton
1977-01-12,2.543,1,1977-01-12,404223,shepparton
1977-02-12,2.426,1,1977-02-12,404223,shepparton
1977-03-12,1.897,1,1977-03-12,404223,shepparton
1977-04-12,1.643,1,1977-04-12,404223,shepparton
1977-05-12,1.952,1,1977-05-12,404223,shepparton
1977-06-12,1.691,1,1977-06-12,404223,shepparton
1977-07-12,1.497,1,1977-07-12,404223,shepparton
1977-08-12,1.492,1,1977-08-12,404223,shepparton
1977-09-12,1.482,1,1977-09-12,404223,shepparton
1977-10-12,1.461,1,1977-10-12,404223,shepparton
1977-11-12,1.427,1,1977-11-12,404223,shepparton
1977-12-12,1.424,1,1977-12-12,404223,shepparton
1977-12-13,1.436,1,1977-12-13,404223,shepparton
1977-12-14,1.425,1,1977-12-14,404223,shepparton
1977-12-15,1.407,1,1977-12-15,404223,shepparton
1977-12-16,1.408,1,1977-12-16,404223,shepparton
