Date,Mean,Qual,Cutoff,Site,City
2008-04-09,,255,2008-04-09,405324,shepparton
2008-05-09,124.146,2,2008-05-09,405324,shepparton
2008-06-09,124.132,2,2008-06-09,405324,shepparton
2008-07-09,124.139,2,2008-07-09,405324,shepparton
2008-08-09,124.14,2,2008-08-09,405324,shepparton
2008-09-09,124.136,2,2008-09-09,405324,shepparton
2008-10-09,124.143,2,2008-10-09,405324,shepparton
2008-11-09,124.147,2,2008-11-09,405324,shepparton
2008-12-09,124.145,2,2008-12-09,405324,shepparton
2008-09-13,124.141,2,2008-09-13,405324,shepparton
2008-09-14,124.141,2,2008-09-14,405324,shepparton
2008-09-15,124.138,2,2008-09-15,405324,shepparton
2008-09-16,124.138,2,2008-09-16,405324,shepparton
2008-09-17,124.135,2,2008-09-17,405324,shepparton
2008-09-18,124.131,2,2008-09-18,405324,shepparton
2008-09-19,124.127,2,2008-09-19,405324,shepparton
2008-09-20,124.107,2,2008-09-20,405324,shepparton
2008-09-21,124.088,2,2008-09-21,405324,shepparton
2008-09-22,124.075,2,2008-09-22,405324,shepparton
2008-09-23,124.063,2,2008-09-23,405324,shepparton
2008-09-24,124.058,2,2008-09-24,405324,shepparton
2008-09-25,124.059,2,2008-09-25,405324,shepparton
2008-09-26,124.093,2,2008-09-26,405324,shepparton
2008-09-27,124.149,2,2008-09-27,405324,shepparton
2008-09-28,124.175,2,2008-09-28,405324,shepparton
2008-09-29,124.18,2,2008-09-29,405324,shepparton
2008-09-30,124.146,2,2008-09-30,405324,shepparton
2008-01-10,124.143,2,2008-01-10,405324,shepparton
2008-02-10,124.154,2,2008-02-10,405324,shepparton
2008-03-10,124.155,2,2008-03-10,405324,shepparton
2008-04-10,124.158,2,2008-04-10,405324,shepparton
2008-05-10,124.157,2,2008-05-10,405324,shepparton
2008-06-10,124.164,2,2008-06-10,405324,shepparton
2008-07-10,124.149,2,2008-07-10,405324,shepparton
2008-08-10,124.139,2,2008-08-10,405324,shepparton
2008-09-10,124.133,2,2008-09-10,405324,shepparton
2008-10-10,,255,2008-10-10,405324,shepparton
2008-11-10,,255,2008-11-10,405324,shepparton
2008-12-10,,255,2008-12-10,405324,shepparton
2008-10-13,,255,2008-10-13,405324,shepparton
2008-10-14,,255,2008-10-14,405324,shepparton
2008-10-15,,255,2008-10-15,405324,shepparton
2008-10-16,,255,2008-10-16,405324,shepparton
2008-10-17,,255,2008-10-17,405324,shepparton
2008-10-18,,255,2008-10-18,405324,shepparton
2008-10-19,,255,2008-10-19,405324,shepparton
2008-10-20,,255,2008-10-20,405324,shepparton
2008-10-21,,255,2008-10-21,405324,shepparton
2008-10-22,,255,2008-10-22,405324,shepparton
2008-10-23,,255,2008-10-23,405324,shepparton
2008-10-24,,255,2008-10-24,405324,shepparton
2008-10-25,,255,2008-10-25,405324,shepparton
2008-10-26,,255,2008-10-26,405324,shepparton
2008-10-27,,255,2008-10-27,405324,shepparton
2008-10-28,,255,2008-10-28,405324,shepparton
2008-10-29,,255,2008-10-29,405324,shepparton
2008-10-30,,255,2008-10-30,405324,shepparton
2008-10-31,,255,2008-10-31,405324,shepparton
2008-01-11,,255,2008-01-11,405324,shepparton
2008-02-11,,255,2008-02-11,405324,shepparton
2008-03-11,,255,2008-03-11,405324,shepparton
2008-04-11,,255,2008-04-11,405324,shepparton
2008-05-11,,255,2008-05-11,405324,shepparton
2008-06-11,,255,2008-06-11,405324,shepparton
2008-07-11,,255,2008-07-11,405324,shepparton
2008-08-11,,255,2008-08-11,405324,shepparton
2008-09-11,,255,2008-09-11,405324,shepparton
2008-10-11,,255,2008-10-11,405324,shepparton
2008-11-11,,255,2008-11-11,405324,shepparton
2008-12-11,,255,2008-12-11,405324,shepparton
2008-11-13,,255,2008-11-13,405324,shepparton
2008-11-14,,255,2008-11-14,405324,shepparton
2008-11-15,,255,2008-11-15,405324,shepparton
2008-11-16,,255,2008-11-16,405324,shepparton
2008-11-17,,255,2008-11-17,405324,shepparton
2008-11-18,,255,2008-11-18,405324,shepparton
2008-11-19,,255,2008-11-19,405324,shepparton
2008-11-20,,255,2008-11-20,405324,shepparton
2008-11-21,,255,2008-11-21,405324,shepparton
2008-11-22,,255,2008-11-22,405324,shepparton
2008-11-23,,255,2008-11-23,405324,shepparton
2008-11-24,,255,2008-11-24,405324,shepparton
2008-11-25,,255,2008-11-25,405324,shepparton
2008-11-26,,255,2008-11-26,405324,shepparton
2008-11-27,,255,2008-11-27,405324,shepparton
2008-11-28,,255,2008-11-28,405324,shepparton
2008-11-29,,255,2008-11-29,405324,shepparton
2008-11-30,,255,2008-11-30,405324,shepparton
2008-01-12,,255,2008-01-12,405324,shepparton
2008-02-12,,255,2008-02-12,405324,shepparton
2008-03-12,,255,2008-03-12,405324,shepparton
2008-04-12,,255,2008-04-12,405324,shepparton
2008-05-12,,255,2008-05-12,405324,shepparton
2008-06-12,,255,2008-06-12,405324,shepparton
2008-07-12,,255,2008-07-12,405324,shepparton
