Date,Mean,Qual,Cutoff,Site,City
1978-03-03,,151,1978-03-03,405272,shepparton
1978-04-03,0.74,1,1978-04-03,405272,shepparton
1978-05-03,0.758,1,1978-05-03,405272,shepparton
1978-06-03,0.734,1,1978-06-03,405272,shepparton
1978-07-03,0.715,1,1978-07-03,405272,shepparton
1978-08-03,0.715,1,1978-08-03,405272,shepparton
1978-09-03,0.714,1,1978-09-03,405272,shepparton
1978-10-03,0.717,1,1978-10-03,405272,shepparton
1978-11-03,0.727,1,1978-11-03,405272,shepparton
1978-12-03,0.728,1,1978-12-03,405272,shepparton
1978-03-13,0.744,1,1978-03-13,405272,shepparton
1978-03-14,0.741,1,1978-03-14,405272,shepparton
1978-03-15,0.741,1,1978-03-15,405272,shepparton
1978-03-16,0.752,1,1978-03-16,405272,shepparton
1978-03-17,0.769,1,1978-03-17,405272,shepparton
1978-03-18,0.767,1,1978-03-18,405272,shepparton
1978-03-19,0.747,1,1978-03-19,405272,shepparton
1978-03-20,0.756,1,1978-03-20,405272,shepparton
1978-03-21,0.741,1,1978-03-21,405272,shepparton
1978-03-22,0.709,1,1978-03-22,405272,shepparton
1978-03-23,0.741,104,1978-03-23,405272,shepparton
1978-03-24,0.897,104,1978-03-24,405272,shepparton
1978-03-25,0.982,104,1978-03-25,405272,shepparton
1978-03-26,0.965,104,1978-03-26,405272,shepparton
1978-03-27,0.933,104,1978-03-27,405272,shepparton
1978-03-28,0.9,104,1978-03-28,405272,shepparton
1978-03-29,0.867,104,1978-03-29,405272,shepparton
1978-03-30,0.84,104,1978-03-30,405272,shepparton
1978-03-31,0.822,1,1978-03-31,405272,shepparton
1978-01-04,0.813,104,1978-01-04,405272,shepparton
1978-02-04,0.817,104,1978-02-04,405272,shepparton
1978-03-04,0.773,104,1978-03-04,405272,shepparton
1978-04-04,0.741,104,1978-04-04,405272,shepparton
1978-05-04,0.693,104,1978-05-04,405272,shepparton
1978-06-04,0.673,104,1978-06-04,405272,shepparton
1978-07-04,0.678,104,1978-07-04,405272,shepparton
1978-08-04,0.727,104,1978-08-04,405272,shepparton
1978-09-04,0.834,104,1978-09-04,405272,shepparton
1978-10-04,0.891,104,1978-10-04,405272,shepparton
1978-11-04,1.022,104,1978-11-04,405272,shepparton
1978-12-04,1.308,104,1978-12-04,405272,shepparton
1978-04-13,1.328,104,1978-04-13,405272,shepparton
1978-04-14,1.069,104,1978-04-14,405272,shepparton
1978-04-15,0.886,1,1978-04-15,405272,shepparton
1978-04-16,0.794,1,1978-04-16,405272,shepparton
1978-04-17,0.745,1,1978-04-17,405272,shepparton
1978-04-18,0.726,1,1978-04-18,405272,shepparton
1978-04-19,0.8,1,1978-04-19,405272,shepparton
1978-04-20,0.832,1,1978-04-20,405272,shepparton
1978-04-21,0.774,1,1978-04-21,405272,shepparton
1978-04-22,0.727,1,1978-04-22,405272,shepparton
1978-04-23,0.697,1,1978-04-23,405272,shepparton
1978-04-24,0.687,1,1978-04-24,405272,shepparton
1978-04-25,0.71,1,1978-04-25,405272,shepparton
1978-04-26,0.73,1,1978-04-26,405272,shepparton
1978-04-27,0.745,1,1978-04-27,405272,shepparton
1978-04-28,0.762,1,1978-04-28,405272,shepparton
1978-04-29,0.776,1,1978-04-29,405272,shepparton
1978-04-30,0.787,1,1978-04-30,405272,shepparton
1978-01-05,0.775,1,1978-01-05,405272,shepparton
1978-02-05,0.758,1,1978-02-05,405272,shepparton
1978-03-05,0.739,1,1978-03-05,405272,shepparton
1978-04-05,0.737,1,1978-04-05,405272,shepparton
1978-05-05,0.738,1,1978-05-05,405272,shepparton
1978-06-05,0.742,1,1978-06-05,405272,shepparton
1978-07-05,0.748,1,1978-07-05,405272,shepparton
1978-08-05,0.736,1,1978-08-05,405272,shepparton
1978-09-05,0.761,1,1978-09-05,405272,shepparton
1978-10-05,0.766,1,1978-10-05,405272,shepparton
1978-11-05,0.763,1,1978-11-05,405272,shepparton
1978-12-05,0.773,1,1978-12-05,405272,shepparton
1978-05-13,0.853,1,1978-05-13,405272,shepparton
1978-05-14,0.877,1,1978-05-14,405272,shepparton
1978-05-15,0.872,1,1978-05-15,405272,shepparton
1978-05-16,0.882,1,1978-05-16,405272,shepparton
1978-05-17,0.895,1,1978-05-17,405272,shepparton
1978-05-18,1.109,1,1978-05-18,405272,shepparton
1978-05-19,1.304,1,1978-05-19,405272,shepparton
1978-05-20,1.795,1,1978-05-20,405272,shepparton
1978-05-21,2.228,1,1978-05-21,405272,shepparton
