Date,Mean,Qual,Cutoff,Site,City
1974-01-04,,255,1974-01-04,405204,shepparton
1974-02-04,1.945,1,1974-02-04,405204,shepparton
1974-03-04,1.92,1,1974-03-04,405204,shepparton
1974-04-04,1.917,1,1974-04-04,405204,shepparton
1974-05-04,1.918,1,1974-05-04,405204,shepparton
1974-06-04,1.919,1,1974-06-04,405204,shepparton
1974-07-04,1.933,1,1974-07-04,405204,shepparton
1974-08-04,2.079,1,1974-08-04,405204,shepparton
1974-09-04,2.402,1,1974-09-04,405204,shepparton
1974-10-04,2.566,1,1974-10-04,405204,shepparton
1974-11-04,2.852,1,1974-11-04,405204,shepparton
1974-12-04,2.867,1,1974-12-04,405204,shepparton
1974-04-13,2.653,1,1974-04-13,405204,shepparton
1974-04-14,2.518,1,1974-04-14,405204,shepparton
1974-04-15,2.591,1,1974-04-15,405204,shepparton
1974-04-16,2.776,1,1974-04-16,405204,shepparton
1974-04-17,2.714,1,1974-04-17,405204,shepparton
1974-04-18,2.547,1,1974-04-18,405204,shepparton
1974-04-19,2.411,1,1974-04-19,405204,shepparton
1974-04-20,2.328,1,1974-04-20,405204,shepparton
1974-04-21,2.372,1,1974-04-21,405204,shepparton
1974-04-22,2.476,1,1974-04-22,405204,shepparton
1974-04-23,2.585,1,1974-04-23,405204,shepparton
1974-04-24,2.707,1,1974-04-24,405204,shepparton
1974-04-25,2.709,1,1974-04-25,405204,shepparton
1974-04-26,2.673,1,1974-04-26,405204,shepparton
1974-04-27,2.646,1,1974-04-27,405204,shepparton
1974-04-28,3.779,1,1974-04-28,405204,shepparton
1974-04-29,7.082,1,1974-04-29,405204,shepparton
1974-04-30,8.783,1,1974-04-30,405204,shepparton
1974-01-05,9.401,1,1974-01-05,405204,shepparton
1974-02-05,9.743,1,1974-02-05,405204,shepparton
1974-03-05,9.911,1,1974-03-05,405204,shepparton
1974-04-05,9.9,1,1974-04-05,405204,shepparton
1974-05-05,9.794,1,1974-05-05,405204,shepparton
1974-06-05,9.612,1,1974-06-05,405204,shepparton
1974-07-05,9.319,1,1974-07-05,405204,shepparton
1974-08-05,8.825,1,1974-08-05,405204,shepparton
1974-09-05,8.228,1,1974-09-05,405204,shepparton
1974-10-05,7.677,1,1974-10-05,405204,shepparton
1974-11-05,7.372,1,1974-11-05,405204,shepparton
1974-12-05,7.306,1,1974-12-05,405204,shepparton
1974-05-13,7.531,1,1974-05-13,405204,shepparton
1974-05-14,7.697,1,1974-05-14,405204,shepparton
1974-05-15,9.205,1,1974-05-15,405204,shepparton
1974-05-16,10.741,1,1974-05-16,405204,shepparton
1974-05-17,11.916,1,1974-05-17,405204,shepparton
1974-05-18,11.938,1,1974-05-18,405204,shepparton
1974-05-19,11.481,1,1974-05-19,405204,shepparton
1974-05-20,10.974,1,1974-05-20,405204,shepparton
1974-05-21,10.471,1,1974-05-21,405204,shepparton
1974-05-22,10.068,1,1974-05-22,405204,shepparton
1974-05-23,9.641,1,1974-05-23,405204,shepparton
1974-05-24,9.151,1,1974-05-24,405204,shepparton
1974-05-25,8.581,1,1974-05-25,405204,shepparton
1974-05-26,8.062,1,1974-05-26,405204,shepparton
1974-05-27,7.529,1,1974-05-27,405204,shepparton
1974-05-28,6.794,1,1974-05-28,405204,shepparton
1974-05-29,6.181,1,1974-05-29,405204,shepparton
1974-05-30,5.694,1,1974-05-30,405204,shepparton
1974-05-31,5.264,1,1974-05-31,405204,shepparton
1974-01-06,4.864,1,1974-01-06,405204,shepparton
1974-02-06,4.581,1,1974-02-06,405204,shepparton
1974-03-06,4.379,1,1974-03-06,405204,shepparton
1974-04-06,,255,1974-04-06,405204,shepparton
1974-05-06,,255,1974-05-06,405204,shepparton
1974-06-06,,255,1974-06-06,405204,shepparton
1974-07-06,,255,1974-07-06,405204,shepparton
1974-08-06,,255,1974-08-06,405204,shepparton
1974-09-06,,255,1974-09-06,405204,shepparton
1974-10-06,,255,1974-10-06,405204,shepparton
1974-11-06,,255,1974-11-06,405204,shepparton
1974-12-06,,255,1974-12-06,405204,shepparton
1974-06-13,,255,1974-06-13,405204,shepparton
1974-06-14,,255,1974-06-14,405204,shepparton
1974-06-15,,255,1974-06-15,405204,shepparton
1974-06-16,,255,1974-06-16,405204,shepparton
1974-06-17,,255,1974-06-17,405204,shepparton
1974-06-18,,255,1974-06-18,405204,shepparton
1974-06-19,,255,1974-06-19,405204,shepparton
1974-06-20,,255,1974-06-20,405204,shepparton
1974-06-21,,255,1974-06-21,405204,shepparton
1974-06-22,,255,1974-06-22,405204,shepparton
1974-06-23,,255,1974-06-23,405204,shepparton
1974-06-24,,255,1974-06-24,405204,shepparton
1974-06-25,,255,1974-06-25,405204,shepparton
1974-06-26,,255,1974-06-26,405204,shepparton
1974-06-27,,255,1974-06-27,405204,shepparton
1974-06-28,,255,1974-06-28,405204,shepparton
1974-06-29,,255,1974-06-29,405204,shepparton
1974-06-30,,255,1974-06-30,405204,shepparton
1974-01-07,,255,1974-01-07,405204,shepparton
1974-02-07,,255,1974-02-07,405204,shepparton
1974-03-07,,255,1974-03-07,405204,shepparton
1974-04-07,,255,1974-04-07,405204,shepparton
