Date,Mean,Qual,Cutoff,Site,City
2011-10-21,,255,2011-10-21,407251,kerang
2011-10-22,-0.55,11,2011-10-22,407251,kerang
2011-10-23,-0.566,11,2011-10-23,407251,kerang
2011-10-24,-0.569,11,2011-10-24,407251,kerang
2011-10-25,-0.566,11,2011-10-25,407251,kerang
2011-10-26,-0.594,11,2011-10-26,407251,kerang
2011-10-27,-0.632,11,2011-10-27,407251,kerang
2011-10-28,-0.658,11,2011-10-28,407251,kerang
2011-10-29,-0.665,11,2011-10-29,407251,kerang
2011-10-30,-0.658,11,2011-10-30,407251,kerang
2011-10-31,-0.662,11,2011-10-31,407251,kerang
2011-01-11,-0.655,11,2011-01-11,407251,kerang
2011-02-11,-0.651,11,2011-02-11,407251,kerang
2011-03-11,-0.657,11,2011-03-11,407251,kerang
2011-04-11,-0.662,8,2011-04-11,407251,kerang
2011-05-11,-0.666,8,2011-05-11,407251,kerang
2011-06-11,-0.668,8,2011-06-11,407251,kerang
2011-07-11,-0.678,8,2011-07-11,407251,kerang
2011-08-11,-0.68,8,2011-08-11,407251,kerang
2011-09-11,-0.67,8,2011-09-11,407251,kerang
2011-10-11,-0.651,8,2011-10-11,407251,kerang
2011-11-11,-0.657,8,2011-11-11,407251,kerang
2011-12-11,-0.665,8,2011-12-11,407251,kerang
2011-11-13,-0.682,8,2011-11-13,407251,kerang
2011-11-14,-0.692,8,2011-11-14,407251,kerang
2011-11-15,-0.702,8,2011-11-15,407251,kerang
2011-11-16,-0.699,8,2011-11-16,407251,kerang
2011-11-17,-0.699,8,2011-11-17,407251,kerang
2011-11-18,-0.665,8,2011-11-18,407251,kerang
2011-11-19,-0.648,8,2011-11-19,407251,kerang
2011-11-20,-0.64,8,2011-11-20,407251,kerang
2011-11-21,-0.628,8,2011-11-21,407251,kerang
2011-11-22,-0.622,8,2011-11-22,407251,kerang
2011-11-23,-0.621,8,2011-11-23,407251,kerang
2011-11-24,-0.627,8,2011-11-24,407251,kerang
2011-11-25,-0.626,8,2011-11-25,407251,kerang
2011-11-26,-0.627,8,2011-11-26,407251,kerang
2011-11-27,-0.642,8,2011-11-27,407251,kerang
2011-11-28,-0.668,8,2011-11-28,407251,kerang
2011-11-29,-0.694,8,2011-11-29,407251,kerang
2011-11-30,-0.713,8,2011-11-30,407251,kerang
2011-01-12,-0.726,8,2011-01-12,407251,kerang
2011-02-12,-0.725,8,2011-02-12,407251,kerang
2011-03-12,-0.69,8,2011-03-12,407251,kerang
2011-04-12,-0.667,8,2011-04-12,407251,kerang
2011-05-12,-0.662,8,2011-05-12,407251,kerang
2011-06-12,-0.661,8,2011-06-12,407251,kerang
2011-07-12,-0.672,8,2011-07-12,407251,kerang
2011-08-12,-0.684,8,2011-08-12,407251,kerang
2011-09-12,-0.676,8,2011-09-12,407251,kerang
2011-10-12,-0.664,8,2011-10-12,407251,kerang
2011-11-12,-0.612,8,2011-11-12,407251,kerang
2011-12-12,-0.554,8,2011-12-12,407251,kerang
2011-12-13,-0.525,8,2011-12-13,407251,kerang
2011-12-14,-0.481,8,2011-12-14,407251,kerang
2011-12-15,-0.456,8,2011-12-15,407251,kerang
2011-12-16,-0.445,8,2011-12-16,407251,kerang
2011-12-17,-0.441,8,2011-12-17,407251,kerang
2011-12-18,-0.437,8,2011-12-18,407251,kerang
2011-12-19,-0.444,8,2011-12-19,407251,kerang
2011-12-20,-0.472,8,2011-12-20,407251,kerang
2011-12-21,-0.49,8,2011-12-21,407251,kerang
2011-12-22,-0.517,8,2011-12-22,407251,kerang
2011-12-23,-0.551,8,2011-12-23,407251,kerang
2011-12-24,-0.571,8,2011-12-24,407251,kerang
2011-12-25,-0.584,8,2011-12-25,407251,kerang
2011-12-26,-0.592,8,2011-12-26,407251,kerang
2011-12-27,-0.611,8,2011-12-27,407251,kerang
2011-12-28,-0.633,8,2011-12-28,407251,kerang
2011-12-29,-0.646,8,2011-12-29,407251,kerang
2011-12-30,-0.659,8,2011-12-30,407251,kerang
2011-12-31,-0.666,8,2011-12-31,407251,kerang
2012-01-01,-0.653,8,2012-01-01,407251,kerang
2012-02-01,-0.651,8,2012-02-01,407251,kerang
2012-03-01,-0.66,8,2012-03-01,407251,kerang
2012-04-01,-0.653,8,2012-04-01,407251,kerang
2012-05-01,-0.62,8,2012-05-01,407251,kerang
2012-06-01,-0.652,8,2012-06-01,407251,kerang
2012-07-01,-0.67,8,2012-07-01,407251,kerang
2012-08-01,-0.658,8,2012-08-01,407251,kerang
2012-09-01,-0.685,8,2012-09-01,407251,kerang
2012-10-01,-0.682,8,2012-10-01,407251,kerang
2012-11-01,,151,2012-11-01,407251,kerang
2012-12-01,,151,2012-12-01,407251,kerang
2012-01-13,,151,2012-01-13,407251,kerang
2012-01-14,,151,2012-01-14,407251,kerang
2012-01-15,,151,2012-01-15,407251,kerang
2012-01-16,,151,2012-01-16,407251,kerang
2012-01-17,,151,2012-01-17,407251,kerang
2012-01-18,,151,2012-01-18,407251,kerang
2012-01-19,,151,2012-01-19,407251,kerang
2012-01-20,,151,2012-01-20,407251,kerang
2012-01-21,,151,2012-01-21,407251,kerang
2012-01-22,,151,2012-01-22,407251,kerang
2012-01-23,,151,2012-01-23,407251,kerang
2012-01-24,,151,2012-01-24,407251,kerang
2012-01-25,,151,2012-01-25,407251,kerang
2012-01-26,,151,2012-01-26,407251,kerang
2012-01-27,,151,2012-01-27,407251,kerang
2012-01-28,,151,2012-01-28,407251,kerang
2012-01-29,,151,2012-01-29,407251,kerang
2012-01-30,,151,2012-01-30,407251,kerang
2012-01-31,,151,2012-01-31,407251,kerang
2012-01-02,,151,2012-01-02,407251,kerang
2012-02-02,,151,2012-02-02,407251,kerang
2012-03-02,,151,2012-03-02,407251,kerang
2012-04-02,,151,2012-04-02,407251,kerang
2012-05-02,,151,2012-05-02,407251,kerang
2012-06-02,,151,2012-06-02,407251,kerang
2012-07-02,,151,2012-07-02,407251,kerang
2012-08-02,,151,2012-08-02,407251,kerang
2012-09-02,,151,2012-09-02,407251,kerang
2012-10-02,,151,2012-10-02,407251,kerang
2012-11-02,,151,2012-11-02,407251,kerang
2012-12-02,,151,2012-12-02,407251,kerang
2012-02-13,,151,2012-02-13,407251,kerang
2012-02-14,,151,2012-02-14,407251,kerang
2012-02-15,,151,2012-02-15,407251,kerang
2012-02-16,,151,2012-02-16,407251,kerang
2012-02-17,,151,2012-02-17,407251,kerang
2012-02-18,,151,2012-02-18,407251,kerang
2012-02-19,,151,2012-02-19,407251,kerang
2012-02-20,,151,2012-02-20,407251,kerang
2012-02-21,,151,2012-02-21,407251,kerang
2012-02-22,,151,2012-02-22,407251,kerang
2012-02-23,,151,2012-02-23,407251,kerang
2012-02-24,,151,2012-02-24,407251,kerang
2012-02-25,,151,2012-02-25,407251,kerang
2012-02-26,,151,2012-02-26,407251,kerang
2012-02-27,,151,2012-02-27,407251,kerang
2012-02-28,,151,2012-02-28,407251,kerang
2012-02-29,,151,2012-02-29,407251,kerang
2012-01-03,,151,2012-01-03,407251,kerang
2012-02-03,,151,2012-02-03,407251,kerang
2012-03-03,,151,2012-03-03,407251,kerang
2012-04-03,,151,2012-04-03,407251,kerang
2012-05-03,,151,2012-05-03,407251,kerang
2012-06-03,,151,2012-06-03,407251,kerang
2012-07-03,,151,2012-07-03,407251,kerang
2012-08-03,,151,2012-08-03,407251,kerang
2012-09-03,,151,2012-09-03,407251,kerang
2012-10-03,0.202,2,2012-10-03,407251,kerang
2012-11-03,0.189,2,2012-11-03,407251,kerang
2012-12-03,0.164,2,2012-12-03,407251,kerang
2012-03-13,0.118,8,2012-03-13,407251,kerang
2012-03-14,0.043,8,2012-03-14,407251,kerang
2012-03-15,-0.035,8,2012-03-15,407251,kerang
2012-03-16,-0.092,8,2012-03-16,407251,kerang
2012-03-17,-0.12,8,2012-03-17,407251,kerang
2012-03-18,-0.11,8,2012-03-18,407251,kerang
2012-03-19,-0.109,8,2012-03-19,407251,kerang
2012-03-20,-0.119,8,2012-03-20,407251,kerang
2012-03-21,-0.137,8,2012-03-21,407251,kerang
2012-03-22,-0.166,8,2012-03-22,407251,kerang
2012-03-23,-0.209,8,2012-03-23,407251,kerang
2012-03-24,-0.266,8,2012-03-24,407251,kerang
2012-03-25,-0.311,8,2012-03-25,407251,kerang
2012-03-26,-0.323,8,2012-03-26,407251,kerang
2012-03-27,-0.335,8,2012-03-27,407251,kerang
2012-03-28,-0.35,8,2012-03-28,407251,kerang
2012-03-29,-0.369,8,2012-03-29,407251,kerang
2012-03-30,-0.391,8,2012-03-30,407251,kerang
2012-03-31,-0.405,8,2012-03-31,407251,kerang
2012-01-04,-0.405,8,2012-01-04,407251,kerang
2012-02-04,-0.401,8,2012-02-04,407251,kerang
2012-03-04,-0.413,8,2012-03-04,407251,kerang
2012-04-04,-0.422,8,2012-04-04,407251,kerang
2012-05-04,-0.428,8,2012-05-04,407251,kerang
2012-06-04,-0.431,8,2012-06-04,407251,kerang
2012-07-04,-0.415,8,2012-07-04,407251,kerang
2012-08-04,-0.377,8,2012-08-04,407251,kerang
2012-09-04,-0.366,8,2012-09-04,407251,kerang
2012-10-04,-0.366,8,2012-10-04,407251,kerang
2012-11-04,-0.361,8,2012-11-04,407251,kerang
2012-12-04,-0.343,8,2012-12-04,407251,kerang
