Date,Mean,Qual,Cutoff,Site,City
1977-08-06,,151,1977-08-06,405271,shepparton
1977-09-06,2.056,104,1977-09-06,405271,shepparton
1977-10-06,2.036,1,1977-10-06,405271,shepparton
1977-11-06,2.034,1,1977-11-06,405271,shepparton
1977-12-06,2.045,1,1977-12-06,405271,shepparton
1977-06-13,2.056,1,1977-06-13,405271,shepparton
1977-06-14,2.052,1,1977-06-14,405271,shepparton
1977-06-15,2.041,1,1977-06-15,405271,shepparton
1977-06-16,2.05,1,1977-06-16,405271,shepparton
1977-06-17,2.049,1,1977-06-17,405271,shepparton
1977-06-18,2.162,1,1977-06-18,405271,shepparton
1977-06-19,2.376,1,1977-06-19,405271,shepparton
1977-06-20,3.997,1,1977-06-20,405271,shepparton
1977-06-21,6.942,1,1977-06-21,405271,shepparton
1977-06-22,7.647,1,1977-06-22,405271,shepparton
1977-06-23,6.959,1,1977-06-23,405271,shepparton
1977-06-24,5.357,1,1977-06-24,405271,shepparton
1977-06-25,3.697,1,1977-06-25,405271,shepparton
1977-06-26,2.534,1,1977-06-26,405271,shepparton
1977-06-27,2.249,1,1977-06-27,405271,shepparton
1977-06-28,2.209,1,1977-06-28,405271,shepparton
1977-06-29,2.207,1,1977-06-29,405271,shepparton
1977-06-30,2.308,1,1977-06-30,405271,shepparton
1977-01-07,3.311,1,1977-01-07,405271,shepparton
1977-02-07,6.404,1,1977-02-07,405271,shepparton
1977-03-07,7.721,1,1977-03-07,405271,shepparton
1977-04-07,7.755,1,1977-04-07,405271,shepparton
1977-05-07,6.878,1,1977-05-07,405271,shepparton
1977-06-07,5.717,1,1977-06-07,405271,shepparton
1977-07-07,4.844,1,1977-07-07,405271,shepparton
1977-08-07,4.437,1,1977-08-07,405271,shepparton
1977-09-07,4.343,1,1977-09-07,405271,shepparton
1977-10-07,4.246,1,1977-10-07,405271,shepparton
1977-11-07,4.106,1,1977-11-07,405271,shepparton
1977-12-07,3.946,1,1977-12-07,405271,shepparton
1977-07-13,3.782,1,1977-07-13,405271,shepparton
1977-07-14,3.61,1,1977-07-14,405271,shepparton
1977-07-15,3.427,1,1977-07-15,405271,shepparton
1977-07-16,3.354,1,1977-07-16,405271,shepparton
1977-07-17,3.913,1,1977-07-17,405271,shepparton
1977-07-18,5.159,1,1977-07-18,405271,shepparton
1977-07-19,5.434,1,1977-07-19,405271,shepparton
1977-07-20,5.079,1,1977-07-20,405271,shepparton
1977-07-21,4.617,1,1977-07-21,405271,shepparton
1977-07-22,4.37,1,1977-07-22,405271,shepparton
1977-07-23,4.224,1,1977-07-23,405271,shepparton
1977-07-24,4.095,1,1977-07-24,405271,shepparton
1977-07-25,3.929,1,1977-07-25,405271,shepparton
1977-07-26,3.733,1,1977-07-26,405271,shepparton
1977-07-27,3.92,1,1977-07-27,405271,shepparton
1977-07-28,4.866,1,1977-07-28,405271,shepparton
1977-07-29,6.198,1,1977-07-29,405271,shepparton
1977-07-30,6.915,1,1977-07-30,405271,shepparton
1977-07-31,6.832,1,1977-07-31,405271,shepparton
1977-01-08,6.531,1,1977-01-08,405271,shepparton
1977-02-08,6.167,1,1977-02-08,405271,shepparton
1977-03-08,5.867,1,1977-03-08,405271,shepparton
1977-04-08,5.597,1,1977-04-08,405271,shepparton
1977-05-08,5.303,1,1977-05-08,405271,shepparton
1977-06-08,4.989,1,1977-06-08,405271,shepparton
1977-07-08,4.646,1,1977-07-08,405271,shepparton
1977-08-08,4.27,1,1977-08-08,405271,shepparton
1977-09-08,3.962,1,1977-09-08,405271,shepparton
1977-10-08,3.809,1,1977-10-08,405271,shepparton
1977-11-08,3.52,1,1977-11-08,405271,shepparton
1977-12-08,3.0,1,1977-12-08,405271,shepparton
1977-08-13,2.488,1,1977-08-13,405271,shepparton
1977-08-14,2.277,1,1977-08-14,405271,shepparton
1977-08-15,2.241,1,1977-08-15,405271,shepparton
1977-08-16,2.252,1,1977-08-16,405271,shepparton
1977-08-17,2.351,1,1977-08-17,405271,shepparton
1977-08-18,2.31,1,1977-08-18,405271,shepparton
1977-08-19,2.271,1,1977-08-19,405271,shepparton
1977-08-20,2.334,1,1977-08-20,405271,shepparton
1977-08-21,2.386,1,1977-08-21,405271,shepparton
1977-08-22,2.356,1,1977-08-22,405271,shepparton
1977-08-23,2.32,1,1977-08-23,405271,shepparton
1977-08-24,2.269,1,1977-08-24,405271,shepparton
1977-08-25,2.197,1,1977-08-25,405271,shepparton
1977-08-26,2.143,1,1977-08-26,405271,shepparton
1977-08-27,2.124,1,1977-08-27,405271,shepparton
1977-08-28,2.103,1,1977-08-28,405271,shepparton
1977-08-29,2.085,1,1977-08-29,405271,shepparton
1977-08-30,2.077,1,1977-08-30,405271,shepparton
1977-08-31,2.076,1,1977-08-31,405271,shepparton
1977-01-09,2.09,1,1977-01-09,405271,shepparton
1977-02-09,2.098,1,1977-02-09,405271,shepparton
1977-03-09,2.087,1,1977-03-09,405271,shepparton
1977-04-09,2.079,1,1977-04-09,405271,shepparton
1977-05-09,2.086,1,1977-05-09,405271,shepparton
1977-06-09,2.101,1,1977-06-09,405271,shepparton
1977-07-09,2.098,1,1977-07-09,405271,shepparton
1977-08-09,2.1,1,1977-08-09,405271,shepparton
1977-09-09,2.109,1,1977-09-09,405271,shepparton
1977-10-09,2.106,1,1977-10-09,405271,shepparton
1977-11-09,2.093,1,1977-11-09,405271,shepparton
1977-12-09,2.133,1,1977-12-09,405271,shepparton
1977-09-13,2.154,1,1977-09-13,405271,shepparton
1977-09-14,2.126,1,1977-09-14,405271,shepparton
1977-09-15,2.149,1,1977-09-15,405271,shepparton
1977-09-16,2.354,1,1977-09-16,405271,shepparton
1977-09-17,2.379,1,1977-09-17,405271,shepparton
1977-09-18,2.255,1,1977-09-18,405271,shepparton
1977-09-19,2.15,1,1977-09-19,405271,shepparton
1977-09-20,2.103,1,1977-09-20,405271,shepparton
1977-09-21,2.079,1,1977-09-21,405271,shepparton
1977-09-22,2.067,1,1977-09-22,405271,shepparton
1977-09-23,2.063,1,1977-09-23,405271,shepparton
1977-09-24,2.059,1,1977-09-24,405271,shepparton
1977-09-25,2.047,1,1977-09-25,405271,shepparton
1977-09-26,2.039,1,1977-09-26,405271,shepparton
1977-09-27,2.035,1,1977-09-27,405271,shepparton
1977-09-28,2.036,1,1977-09-28,405271,shepparton
1977-09-29,2.045,1,1977-09-29,405271,shepparton
1977-09-30,2.038,1,1977-09-30,405271,shepparton
1977-01-10,2.023,1,1977-01-10,405271,shepparton
1977-02-10,2.027,1,1977-02-10,405271,shepparton
1977-03-10,2.034,1,1977-03-10,405271,shepparton
1977-04-10,2.046,1,1977-04-10,405271,shepparton
1977-05-10,2.117,1,1977-05-10,405271,shepparton
1977-06-10,2.094,1,1977-06-10,405271,shepparton
1977-07-10,2.06,1,1977-07-10,405271,shepparton
1977-08-10,2.063,1,1977-08-10,405271,shepparton
1977-09-10,2.066,1,1977-09-10,405271,shepparton
1977-10-10,2.05,1,1977-10-10,405271,shepparton
1977-11-10,2.029,1,1977-11-10,405271,shepparton
1977-12-10,2.021,1,1977-12-10,405271,shepparton
1977-10-13,2.044,1,1977-10-13,405271,shepparton
1977-10-14,2.033,1,1977-10-14,405271,shepparton
1977-10-15,2.025,1,1977-10-15,405271,shepparton
1977-10-16,2.017,1,1977-10-16,405271,shepparton
1977-10-17,2.018,1,1977-10-17,405271,shepparton
1977-10-18,2.023,1,1977-10-18,405271,shepparton
1977-10-19,2.026,1,1977-10-19,405271,shepparton
1977-10-20,2.024,1,1977-10-20,405271,shepparton
1977-10-21,2.021,1,1977-10-21,405271,shepparton
1977-10-22,2.025,1,1977-10-22,405271,shepparton
1977-10-23,2.012,1,1977-10-23,405271,shepparton
1977-10-24,1.988,1,1977-10-24,405271,shepparton
1977-10-25,1.987,1,1977-10-25,405271,shepparton
1977-10-26,1.983,1,1977-10-26,405271,shepparton
1977-10-27,1.974,1,1977-10-27,405271,shepparton
1977-10-28,1.958,1,1977-10-28,405271,shepparton
1977-10-29,1.957,1,1977-10-29,405271,shepparton
1977-10-30,1.997,1,1977-10-30,405271,shepparton
1977-10-31,2.027,1,1977-10-31,405271,shepparton
1977-01-11,2.029,1,1977-01-11,405271,shepparton
1977-02-11,2.013,1,1977-02-11,405271,shepparton
1977-03-11,2.073,1,1977-03-11,405271,shepparton
1977-04-11,2.304,1,1977-04-11,405271,shepparton
1977-05-11,2.346,1,1977-05-11,405271,shepparton
1977-06-11,2.338,1,1977-06-11,405271,shepparton
1977-07-11,2.324,1,1977-07-11,405271,shepparton
1977-08-11,2.344,1,1977-08-11,405271,shepparton
1977-09-11,2.347,1,1977-09-11,405271,shepparton
1977-10-11,2.349,1,1977-10-11,405271,shepparton
1977-11-11,2.344,1,1977-11-11,405271,shepparton
1977-12-11,2.345,1,1977-12-11,405271,shepparton
1977-11-13,2.346,1,1977-11-13,405271,shepparton
1977-11-14,2.345,1,1977-11-14,405271,shepparton
1977-11-15,2.345,1,1977-11-15,405271,shepparton
1977-11-16,2.342,1,1977-11-16,405271,shepparton
1977-11-17,2.339,1,1977-11-17,405271,shepparton
1977-11-18,2.334,1,1977-11-18,405271,shepparton
1977-11-19,2.334,1,1977-11-19,405271,shepparton
1977-11-20,2.337,1,1977-11-20,405271,shepparton
1977-11-21,2.34,1,1977-11-21,405271,shepparton
1977-11-22,2.342,1,1977-11-22,405271,shepparton
1977-11-23,2.34,1,1977-11-23,405271,shepparton
1977-11-24,2.332,1,1977-11-24,405271,shepparton
1977-11-25,2.335,1,1977-11-25,405271,shepparton
1977-11-26,2.332,1,1977-11-26,405271,shepparton
1977-11-27,2.33,1,1977-11-27,405271,shepparton
1977-11-28,2.333,1,1977-11-28,405271,shepparton
1977-11-29,2.346,1,1977-11-29,405271,shepparton
1977-11-30,2.348,1,1977-11-30,405271,shepparton
1977-01-12,2.333,1,1977-01-12,405271,shepparton
1977-02-12,2.319,1,1977-02-12,405271,shepparton
1977-03-12,2.183,1,1977-03-12,405271,shepparton
1977-04-12,2.08,1,1977-04-12,405271,shepparton
1977-05-12,2.105,1,1977-05-12,405271,shepparton
1977-06-12,2.142,1,1977-06-12,405271,shepparton
1977-07-12,2.015,1,1977-07-12,405271,shepparton
1977-08-12,2.007,1,1977-08-12,405271,shepparton
1977-09-12,2.007,1,1977-09-12,405271,shepparton
1977-10-12,1.997,1,1977-10-12,405271,shepparton
1977-11-12,1.98,1,1977-11-12,405271,shepparton
1977-12-12,1.987,1,1977-12-12,405271,shepparton
1977-12-13,1.995,1,1977-12-13,405271,shepparton
1977-12-14,1.987,1,1977-12-14,405271,shepparton
1977-12-15,1.981,1,1977-12-15,405271,shepparton
1977-12-16,1.974,1,1977-12-16,405271,shepparton
1977-12-17,1.975,1,1977-12-17,405271,shepparton
1977-12-18,1.985,1,1977-12-18,405271,shepparton
1977-12-19,1.991,1,1977-12-19,405271,shepparton
1977-12-20,1.986,1,1977-12-20,405271,shepparton
1977-12-21,1.994,1,1977-12-21,405271,shepparton
1977-12-22,2.006,1,1977-12-22,405271,shepparton
1977-12-23,1.996,1,1977-12-23,405271,shepparton
1977-12-24,1.984,1,1977-12-24,405271,shepparton
1977-12-25,1.993,1,1977-12-25,405271,shepparton
1977-12-26,2.019,1,1977-12-26,405271,shepparton
1977-12-27,2.028,1,1977-12-27,405271,shepparton
1977-12-28,2.008,1,1977-12-28,405271,shepparton
1977-12-29,1.98,1,1977-12-29,405271,shepparton
1977-12-30,1.967,1,1977-12-30,405271,shepparton
1977-12-31,1.982,1,1977-12-31,405271,shepparton
1978-01-01,2.0,1,1978-01-01,405271,shepparton
1978-02-01,2.005,1,1978-02-01,405271,shepparton
1978-03-01,1.989,1,1978-03-01,405271,shepparton
1978-04-01,2.002,1,1978-04-01,405271,shepparton
1978-05-01,2.037,1,1978-05-01,405271,shepparton
1978-06-01,2.113,1,1978-06-01,405271,shepparton
1978-07-01,2.106,1,1978-07-01,405271,shepparton
1978-08-01,2.072,1,1978-08-01,405271,shepparton
1978-09-01,2.119,1,1978-09-01,405271,shepparton
1978-10-01,2.138,1,1978-10-01,405271,shepparton
1978-11-01,2.069,1,1978-11-01,405271,shepparton
1978-12-01,2.016,1,1978-12-01,405271,shepparton
1978-01-13,2.006,1,1978-01-13,405271,shepparton
1978-01-14,1.997,1,1978-01-14,405271,shepparton
1978-01-15,1.977,1,1978-01-15,405271,shepparton
1978-01-16,1.957,1,1978-01-16,405271,shepparton
1978-01-17,1.954,1,1978-01-17,405271,shepparton
1978-01-18,1.977,1,1978-01-18,405271,shepparton
1978-01-19,1.974,1,1978-01-19,405271,shepparton
1978-01-20,1.962,1,1978-01-20,405271,shepparton
1978-01-21,1.99,1,1978-01-21,405271,shepparton
1978-01-22,2.011,1,1978-01-22,405271,shepparton
1978-01-23,2.026,1,1978-01-23,405271,shepparton
1978-01-24,2.066,1,1978-01-24,405271,shepparton
1978-01-25,2.027,1,1978-01-25,405271,shepparton
1978-01-26,2.099,1,1978-01-26,405271,shepparton
1978-01-27,2.148,1,1978-01-27,405271,shepparton
1978-01-28,2.094,1,1978-01-28,405271,shepparton
1978-01-29,2.064,1,1978-01-29,405271,shepparton
1978-01-30,2.076,1,1978-01-30,405271,shepparton
1978-01-31,2.056,1,1978-01-31,405271,shepparton
1978-01-02,2.036,1,1978-01-02,405271,shepparton
1978-02-02,2.073,1,1978-02-02,405271,shepparton
1978-03-02,2.1,1,1978-03-02,405271,shepparton
1978-04-02,2.075,1,1978-04-02,405271,shepparton
1978-05-02,2.05,1,1978-05-02,405271,shepparton
1978-06-02,2.03,1,1978-06-02,405271,shepparton
1978-07-02,2.019,1,1978-07-02,405271,shepparton
1978-08-02,2.004,1,1978-08-02,405271,shepparton
1978-09-02,2.009,1,1978-09-02,405271,shepparton
1978-10-02,1.999,1,1978-10-02,405271,shepparton
1978-11-02,2.003,1,1978-11-02,405271,shepparton
1978-12-02,2.005,1,1978-12-02,405271,shepparton
1978-02-13,1.998,1,1978-02-13,405271,shepparton
1978-02-14,2.001,1,1978-02-14,405271,shepparton
1978-02-15,2.002,1,1978-02-15,405271,shepparton
1978-02-16,2.001,1,1978-02-16,405271,shepparton
1978-02-17,2.002,1,1978-02-17,405271,shepparton
1978-02-18,1.983,1,1978-02-18,405271,shepparton
1978-02-19,1.976,1,1978-02-19,405271,shepparton
1978-02-20,1.981,1,1978-02-20,405271,shepparton
1978-02-21,1.972,1,1978-02-21,405271,shepparton
1978-02-22,1.96,1,1978-02-22,405271,shepparton
1978-02-23,1.968,1,1978-02-23,405271,shepparton
1978-02-24,1.982,1,1978-02-24,405271,shepparton
1978-02-25,1.991,1,1978-02-25,405271,shepparton
1978-02-26,1.999,1,1978-02-26,405271,shepparton
1978-02-27,2.001,1,1978-02-27,405271,shepparton
1978-02-28,2.01,1,1978-02-28,405271,shepparton
1978-01-03,2.005,1,1978-01-03,405271,shepparton
1978-02-03,1.994,1,1978-02-03,405271,shepparton
1978-03-03,1.991,1,1978-03-03,405271,shepparton
1978-04-03,1.99,1,1978-04-03,405271,shepparton
1978-05-03,1.995,1,1978-05-03,405271,shepparton
1978-06-03,1.988,1,1978-06-03,405271,shepparton
1978-07-03,1.975,1,1978-07-03,405271,shepparton
1978-08-03,1.976,1,1978-08-03,405271,shepparton
1978-09-03,1.982,1,1978-09-03,405271,shepparton
1978-10-03,1.988,1,1978-10-03,405271,shepparton
1978-11-03,2.003,1,1978-11-03,405271,shepparton
1978-12-03,1.999,1,1978-12-03,405271,shepparton
1978-03-13,2.015,1,1978-03-13,405271,shepparton
1978-03-14,2.023,1,1978-03-14,405271,shepparton
1978-03-15,2.018,1,1978-03-15,405271,shepparton
1978-03-16,2.017,1,1978-03-16,405271,shepparton
1978-03-17,2.025,1,1978-03-17,405271,shepparton
1978-03-18,2.033,1,1978-03-18,405271,shepparton
1978-03-19,2.024,1,1978-03-19,405271,shepparton
1978-03-20,2.028,104,1978-03-20,405271,shepparton
1978-03-21,2.051,104,1978-03-21,405271,shepparton
1978-03-22,1.996,104,1978-03-22,405271,shepparton
1978-03-23,2.046,104,1978-03-23,405271,shepparton
1978-03-24,2.143,104,1978-03-24,405271,shepparton
1978-03-25,2.213,1,1978-03-25,405271,shepparton
1978-03-26,2.195,1,1978-03-26,405271,shepparton
1978-03-27,2.131,1,1978-03-27,405271,shepparton
1978-03-28,2.117,1,1978-03-28,405271,shepparton
1978-03-29,2.108,1,1978-03-29,405271,shepparton
1978-03-30,2.109,1,1978-03-30,405271,shepparton
1978-03-31,2.101,1,1978-03-31,405271,shepparton
1978-01-04,2.096,1,1978-01-04,405271,shepparton
1978-02-04,2.096,1,1978-02-04,405271,shepparton
1978-03-04,2.077,1,1978-03-04,405271,shepparton
1978-04-04,2.047,1,1978-04-04,405271,shepparton
1978-05-04,2.021,1,1978-05-04,405271,shepparton
1978-06-04,2.005,1,1978-06-04,405271,shepparton
1978-07-04,2.001,1,1978-07-04,405271,shepparton
1978-08-04,2.014,1,1978-08-04,405271,shepparton
1978-09-04,2.065,1,1978-09-04,405271,shepparton
1978-10-04,2.13,1,1978-10-04,405271,shepparton
1978-11-04,2.132,1,1978-11-04,405271,shepparton
1978-12-04,2.275,1,1978-12-04,405271,shepparton
1978-04-13,2.31,1,1978-04-13,405271,shepparton
1978-04-14,2.204,1,1978-04-14,405271,shepparton
1978-04-15,2.119,1,1978-04-15,405271,shepparton
1978-04-16,2.069,1,1978-04-16,405271,shepparton
1978-04-17,2.03,1,1978-04-17,405271,shepparton
1978-04-18,2.016,1,1978-04-18,405271,shepparton
1978-04-19,2.038,1,1978-04-19,405271,shepparton
1978-04-20,2.076,1,1978-04-20,405271,shepparton
1978-04-21,2.052,1,1978-04-21,405271,shepparton
1978-04-22,2.021,1,1978-04-22,405271,shepparton
1978-04-23,2.002,1,1978-04-23,405271,shepparton
1978-04-24,1.991,1,1978-04-24,405271,shepparton
1978-04-25,1.999,1,1978-04-25,405271,shepparton
1978-04-26,2.008,1,1978-04-26,405271,shepparton
1978-04-27,2.013,1,1978-04-27,405271,shepparton
1978-04-28,2.025,1,1978-04-28,405271,shepparton
