"Time","406265",
"and",100.00,
"Date","Mean","Qual"
00:00:00 18/04/1991,"",    255
00:00:00 19/04/1991,      87.847,      1
00:00:00 20/04/1991,      87.819,      1
00:00:00 21/04/1991,      87.785,      1
00:00:00 22/04/1991,      87.768,      1
00:00:00 23/04/1991,      87.754,      1
00:00:00 24/04/1991,      87.734,      1
00:00:00 25/04/1991,      87.726,      1
00:00:00 26/04/1991,      87.715,      1
00:00:00 27/04/1991,      87.694,      1
00:00:00 28/04/1991,      87.692,      1
00:00:00 29/04/1991,      87.767,      1
00:00:00 30/04/1991,      87.805,      1
00:00:00 01/05/1991,      87.795,      1
00:00:00 02/05/1991,      87.768,      1
00:00:00 03/05/1991,      87.745,      1
00:00:00 04/05/1991,      87.725,      1
00:00:00 05/05/1991,      87.708,      1
00:00:00 06/05/1991,      87.687,      1
00:00:00 07/05/1991,      87.664,      1
00:00:00 08/05/1991,      87.654,      1
00:00:00 09/05/1991,      87.635,      1
00:00:00 10/05/1991,      87.615,      1
00:00:00 11/05/1991,      87.617,      1
00:00:00 12/05/1991,      87.624,      1
00:00:00 13/05/1991,      87.588,      1
00:00:00 14/05/1991,      87.572,      1
00:00:00 15/05/1991,      87.564,      1
00:00:00 16/05/1991,      87.541,      1
00:00:00 17/05/1991,      87.469,      1
00:00:00 18/05/1991,      87.524,      1
00:00:00 19/05/1991,      87.595,      1
00:00:00 20/05/1991,      87.611,      1
00:00:00 21/05/1991,      87.584,      1
00:00:00 22/05/1991,      87.568,      1
00:00:00 23/05/1991,      87.578,      1
00:00:00 24/05/1991,      87.673,      1
00:00:00 25/05/1991,      87.711,      1
00:00:00 26/05/1991,      87.700,      1
00:00:00 27/05/1991,      87.625,      1
00:00:00 28/05/1991,      87.593,      1
00:00:00 29/05/1991,      87.587,      1
00:00:00 30/05/1991,      87.568,      1
00:00:00 31/05/1991,      87.550,      1
00:00:00 01/06/1991,      87.573,      1
00:00:00 02/06/1991,      87.575,      1
00:00:00 03/06/1991,      87.581,      1
00:00:00 04/06/1991,      87.576,      1
00:00:00 05/06/1991,      87.576,      1
00:00:00 06/06/1991,      87.600,      1
00:00:00 07/06/1991,      87.617,      1
00:00:00 08/06/1991,      87.603,      1
00:00:00 09/06/1991,      87.596,      1
00:00:00 10/06/1991,      87.628,      1
00:00:00 11/06/1991,      87.686,      1
00:00:00 12/06/1991,      87.678,      1
00:00:00 13/06/1991,      87.672,      1
00:00:00 14/06/1991,      87.671,      1
00:00:00 15/06/1991,      87.669,      1
00:00:00 16/06/1991,      87.682,      1
00:00:00 17/06/1991,      87.753,      1
00:00:00 18/06/1991,      87.752,      1
00:00:00 19/06/1991,      87.751,      1
00:00:00 20/06/1991,      87.759,      1
00:00:00 21/06/1991,      87.758,      1
00:00:00 22/06/1991,      87.741,      1
00:00:00 23/06/1991,      87.741,      1
00:00:00 24/06/1991,      87.755,      1
00:00:00 25/06/1991,      87.754,      1
00:00:00 26/06/1991,      87.754,      1
00:00:00 27/06/1991,      87.758,      1
00:00:00 28/06/1991,      87.759,      1
00:00:00 29/06/1991,      87.787,      1
00:00:00 30/06/1991,      87.799,      1
00:00:00 01/07/1991,      87.831,      1
00:00:00 02/07/1991,      87.958,      1
00:00:00 03/07/1991,      88.004,      1
00:00:00 04/07/1991,      87.941,      1
00:00:00 05/07/1991,      87.950,      1
00:00:00 06/07/1991,      87.995,      1
00:00:00 07/07/1991,      89.413,      1
00:00:00 08/07/1991,      88.873,      1
00:00:00 09/07/1991,      88.501,      1
00:00:00 10/07/1991,      88.731,      1
00:00:00 11/07/1991,      88.991,      1
00:00:00 12/07/1991,      89.067,      1
00:00:00 13/07/1991,      88.843,      1
00:00:00 14/07/1991,      88.469,      1
00:00:00 15/07/1991,      88.140,      1
00:00:00 16/07/1991,      88.022,      1
00:00:00 17/07/1991,      87.966,      1
00:00:00 18/07/1991,      87.902,      1
00:00:00 19/07/1991,      87.858,      1
00:00:00 20/07/1991,      87.826,      1
00:00:00 21/07/1991,      87.799,      1
00:00:00 22/07/1991,      87.781,      1
00:00:00 23/07/1991,      87.766,      1
00:00:00 24/07/1991,      87.751,      1
00:00:00 25/07/1991,      87.742,      1
00:00:00 26/07/1991,      87.732,      1
00:00:00 27/07/1991,      87.720,      1
00:00:00 28/07/1991,      87.698,      1
00:00:00 29/07/1991,      87.673,      1
00:00:00 30/07/1991,      87.659,      1
00:00:00 31/07/1991,      87.655,      1
00:00:00 01/08/1991,      87.647,      1
00:00:00 02/08/1991,      87.650,      1
00:00:00 03/08/1991,      87.825,      1
00:00:00 04/08/1991,      87.806,      1
