Station Name,Time/Day,Height,Tendency,Crossing,Flood Class,Recent Data,Scraped,State
Onkaparinga,Onkaparinga,Onkaparinga,Onkaparinga,Onkaparinga,Onkaparinga,Onkaparinga,2022-10-14 14:30:02.365292+11:00,SA
Onkaparinga R at Charleston,1.23pm Fri,0.37,falling,2.33 below bridge,below minor,Plot | Table,2022-10-14 14:30:02.365292+11:00,SA
Onkaparinga R at Woodside,1.23pm Fri,0.51,falling,0.51 above weir,below minor,Plot | Table,2022-10-14 14:30:02.365292+11:00,SA
Western Branch Creek at Tiers Rd,12.45pm Fri,0.23,falling,2.77 below bridge,,Plot | Table,2022-10-14 14:30:02.365292+11:00,SA
Inverbrackie Creek,12.50pm Fri,0.37,falling,,,Plot | Table,2022-10-14 14:30:02.365292+11:00,SA
Lenswood Creek at Swamp Rd,1.18pm Fri,0.35,steady,0.35 above weir,,Plot | Table,2022-10-14 14:30:02.365292+11:00,SA
Onkaparinga R at Oakbank,1.34pm Fri,0.64,falling,0.52 below crossing,below minor,Plot | Table,2022-10-14 14:30:02.365292+11:00,SA
Hahndorf Creek US Onka. R (DEW),1.05pm Fri,1.22,steady,0.22 above weir,,Plot | Table,2022-10-14 14:30:02.365292+11:00,SA
Onkaparinga R DS Hahndorf Ck(DEW),1.00pm Fri,1.95,steady,0.95 above weir,,Plot | Table,2022-10-14 14:30:02.365292+11:00,SA
Onkaparinga R at Verdun (SAW),1.35pm Fri,1.18,steady,,below minor,Plot | Table,2022-10-14 14:30:02.365292+11:00,SA
Cox Creek at Piccadilly (DEW),1.05pm Fri,1.17,steady,1.17 above weir,,Plot | Table,2022-10-14 14:30:02.365292+11:00,SA
Aldgate Creek at Euston Rd,1.07pm Fri,0.43,steady,,below minor,Plot | Table,2022-10-14 14:30:02.365292+11:00,SA
Onkaparinga R at Houlgraves (SAW),1.35pm Fri,4.49,steady,1.49 above weir,,Plot | Table,2022-10-14 14:30:02.365292+11:00,SA
Burnt Out Ck US Mt Bold Res (DEW),1.00pm Fri,1.05,steady,0.05 above weir,,Plot | Table,2022-10-14 14:30:02.365292+11:00,SA
Mt Bold Reservoir (SAW),1.35pm Fri,40.51,steady,0.99 below full level,,Plot | Table,2022-10-14 14:30:02.365292+11:00,SA
Scott Creek (SAW),1.35pm Fri,1.49,steady,0.49 above weir,,Plot | Table,2022-10-14 14:30:02.365292+11:00,SA
Scott Creek (DEW),1.10pm Fri,1.49,steady,0.49 above weir,,Plot | Table,2022-10-14 14:30:02.365292+11:00,SA
Onkaparinga R at Clarendon W (SAW),1.35pm Fri,9.32,steady,0.68 below weir,below minor,Plot | Table,2022-10-14 14:30:02.365292+11:00,SA
Onkaparinga R at Clarendon W (BOM),1.39pm Fri,9.39,rising,0.61 below weir,below minor,Plot | Table,2022-10-14 14:30:02.365292+11:00,SA
Onkaparinga R DS Clarendon W(DEW),1.05pm Fri,1.12,steady,0.12 above weir,,Plot | Table,2022-10-14 14:30:02.365292+11:00,SA
Onkaparinga R at Baker Gully(DEW),1.10pm Fri,1.50,steady,0.50 above weir,,Plot | Table,2022-10-14 14:30:02.365292+11:00,SA
Onkapar. R at Old Noarlunga (DEW),1.00pm Fri,1.16,steady,0.16 above weir,,Plot | Table,2022-10-14 14:30:02.365292+11:00,SA
Onkaparinga R at Patapinda Rd Br,1.00pm Fri,1.13,falling,,,Plot | Table,2022-10-14 14:30:02.365292+11:00,SA
Southern Creeks,Southern Creeks,Southern Creeks,Southern Creeks,Southern Creeks,Southern Creeks,Southern Creeks,2022-10-14 14:30:02.365292+11:00,SA
Pedler Ck at Stump Hill Rd (DEW),1.05pm Fri,1.09,steady,,,Plot | Table,2022-10-14 14:30:02.365292+11:00,SA
Pedler Ck at Moana (DEW),1.00pm Fri,0.00,steady,,,Plot | Table,2022-10-14 14:30:02.365292+11:00,SA
Myponga R US Resv (SAW),1.35pm Fri,2.24,steady,,,Plot | Table,2022-10-14 14:30:02.365292+11:00,SA
