Station Name,Time/Day,Height,Tendency,Crossing,Flood Class,Recent Data,Scraped,State
Torrens,Torrens,Torrens,Torrens,Torrens,Torrens,Torrens,2022-10-14 12:00:02.088659+11:00,SA
Torrens R at Mt Pleasant (DEW),10.05am Fri,1.34,steady,0.34 above weir,,Plot | Table,2022-10-14 12:00:02.088659+11:00,SA
Torrens R at Mt Pleasant (SAW),11.05am Fri,1.34,steady,0.34 above weir,,Plot | Table,2022-10-14 12:00:02.088659+11:00,SA
Angas Ck at Muellers Rd,9.18am Fri,0.19,steady,,,Plot | Table,2022-10-14 12:00:02.088659+11:00,SA
Millers Ck at Forreston,10.10am Fri,0.24,falling,,,Plot | Table,2022-10-14 12:00:02.088659+11:00,SA
Torrens R at Gumeracha Weir (SAW),11.05am Fri,10.18,steady,0.18 above weir,below minor,Plot | Table,2022-10-14 12:00:02.088659+11:00,SA
Torrens R at Gumeracha Weir (BOM),10.20am Fri,10.13,rising,0.13 above weir,below minor,Plot | Table,2022-10-14 12:00:02.088659+11:00,SA
Cudlee Ck at Lobethal Rd,10.00am Fri,0.16,rising,0.16 above weir,,Plot | Table,2022-10-14 12:00:02.088659+11:00,SA
Millbrook Reservoir (SAW),11.05am Fri,24.00,steady,1.40 below spillway,,Plot | Table,2022-10-14 12:00:02.088659+11:00,SA
Torrens R DS Hollands Ck (DEW),10.00am Fri,1.46,steady,0.46 above weir,,Plot | Table,2022-10-14 12:00:02.088659+11:00,SA
Kangaroo Creek Resv Dam (SAW),11.05am Fri,43.57,steady,0.63 below spillway,,Plot | Table,2022-10-14 12:00:02.088659+11:00,SA
Sixth Ck at Castambul,10.58am Fri,0.40,steady,0.40 above weir,below minor,Plot | Table,2022-10-14 12:00:02.088659+11:00,SA
Torrens R at Gorge Weir,11.09am Fri,9.70,steady,0.30 below weir,below minor,Plot | Table,2022-10-14 12:00:02.088659+11:00,SA
Torrens R at Gorge Weir (SAW),11.05am Fri,9.76,steady,0.24 below weir,below minor,Plot | Table,2022-10-14 12:00:02.088659+11:00,SA
Fifth Ck at Athelstone,10.26am Fri,0.33,steady,,below minor,Plot | Table,2022-10-14 12:00:02.088659+11:00,SA
Second Ck at Stonyfell,9.14am Fri,0.10,steady,0.10 above weir,,Plot | Table,2022-10-14 12:00:02.088659+11:00,SA
Torrens R at Walkerville (DEW),10.05am Fri,2.03,falling,,,Plot | Table,2022-10-14 12:00:02.088659+11:00,SA
First Ck at Waterfall Gully Rd,10.58am Fri,0.44,steady,1.56 below bridge,below minor,Plot | Table,2022-10-14 12:00:02.088659+11:00,SA
First Ck at Botanic Gdns (DEW),10.05am Fri,1.39,falling,0.39 above weir,,Plot | Table,2022-10-14 12:00:02.088659+11:00,SA
Torrens R at Holbrooks Rd (DEW),10.00am Fri,1.85,falling,0.85 above weir,,Plot | Table,2022-10-14 12:00:02.088659+11:00,SA
Torrens R at Seaview Rd (DEW),10.00am Fri,0.33,steady,,,Plot | Table,2022-10-14 12:00:02.088659+11:00,SA
Port Adelaide,Port Adelaide,Port Adelaide,Port Adelaide,Port Adelaide,Port Adelaide,Port Adelaide,2022-10-14 12:00:02.088659+11:00,SA
Dry Ck at Valley View (DEW),10.00am Fri,1.17,steady,0.17 above weir,below minor,Plot | Table,2022-10-14 12:00:02.088659+11:00,SA
Dry Ck at Bridge Rd (DEW),9.50am Fri,1.25,steady,3.75 below bridge,below minor,Plot | Table,2022-10-14 12:00:02.088659+11:00,SA
Little Para Reservoir (SAW),11.05am Fri,12.30,steady,28.40 below spillway,,Plot | Table,2022-10-14 12:00:02.088659+11:00,SA
Little Para R US Fault (DEW),10.05am Fri,1.39,steady,0.39 above weir,,Plot | Table,2022-10-14 12:00:02.088659+11:00,SA
Tide level at Pt Adelaide (Osborne),11.08am Fri,1.27,falling,,below minor,Plot | Table,2022-10-14 12:00:02.088659+11:00,SA
Patawalonga,Patawalonga,Patawalonga,Patawalonga,Patawalonga,Patawalonga,Patawalonga,2022-10-14 12:00:02.088659+11:00,SA
Keswick Ck at Victoria Park,11.02am Fri,0.13,falling,,,Plot | Table,2022-10-14 12:00:02.088659+11:00,SA
Keswick Ck at Unley (Roberts Place),10.59am Fri,0.21,steady,,below minor,Plot | Table,2022-10-14 12:00:02.088659+11:00,SA
Keswick Ck at Army Barracks,10.22am Fri,0.43,rising,2.07 below bridge,below minor,Plot | Table,2022-10-14 12:00:02.088659+11:00,SA
Brownhill Ck at Mitcham (DEW),10.05am Fri,1.17,steady,0.17 above weir,,Plot | Table,2022-10-14 12:00:02.088659+11:00,SA
Brownhill Ck at Heywood Park,8.33am Fri,0.12,steady,,,Plot | Table,2022-10-14 12:00:02.088659+11:00,SA
Brownhill Ck at Adelaide Ap (DEW),10.05am Fri,0.23,steady,3.27 below bridge,,Plot | Table,2022-10-14 12:00:02.088659+11:00,SA
Sturt Ck at Coromandel Valley,9.46am Fri,0.17,steady,,below minor,Plot | Table,2022-10-14 12:00:02.088659+11:00,SA
Sturt Ck DS Minno Ck (DEW),10.05am Fri,1.19,steady,0.19 above weir,,Plot | Table,2022-10-14 12:00:02.088659+11:00,SA
Sturt Ck at Sturt Dam,10.34am Fri,0.16,rising,23.89 below spillway,below minor,Plot | Table,2022-10-14 12:00:02.088659+11:00,SA
Sturt Ck at Marion (Marion Rd),11.04am Fri,0.25,rising,,below minor,Plot | Table,2022-10-14 12:00:02.088659+11:00,SA
Sturt Ck at Novar Gardens (DEW),9.50am Fri,1.16,steady,0.10 above weir,,Plot | Table,2022-10-14 12:00:02.088659+11:00,SA
